#ndep: 2897
#depth (km)    Vs_arithmetic (km/s)    Vs_geometric (km/s)
  2564.0           7.1937E+00              7.1935E+00
  2565.0           7.1942E+00              7.1940E+00
  2566.0           7.1947E+00              7.1945E+00
  2567.0           7.1951E+00              7.1950E+00
  2568.0           7.1956E+00              7.1955E+00
  2569.0           7.1961E+00              7.1959E+00
  2570.0           7.1966E+00              7.1964E+00
  2571.0           7.1971E+00              7.1969E+00
  2572.0           7.1975E+00              7.1974E+00
  2573.0           7.1980E+00              7.1979E+00
  2574.0           7.1985E+00              7.1983E+00
  2575.0           7.1990E+00              7.1988E+00
  2576.0           7.1995E+00              7.1993E+00
  2577.0           7.1999E+00              7.1998E+00
  2578.0           7.2004E+00              7.2003E+00
  2579.0           7.2009E+00              7.2008E+00
  2580.0           7.2014E+00              7.2012E+00
  2581.0           7.2019E+00              7.2017E+00
  2582.0           7.2024E+00              7.2022E+00
  2583.0           7.2028E+00              7.2027E+00
  2584.0           7.2033E+00              7.2032E+00
  2585.0           7.2038E+00              7.2036E+00
  2586.0           7.2043E+00              7.2041E+00
  2587.0           7.2048E+00              7.2046E+00
  2588.0           7.2053E+00              7.2051E+00
  2589.0           7.2058E+00              7.2056E+00
  2590.0           7.2062E+00              7.2061E+00
  2591.0           7.2067E+00              7.2066E+00
  2592.0           7.2072E+00              7.2071E+00
  2593.0           7.2077E+00              7.2075E+00
  2594.0           7.2082E+00              7.2080E+00
  2595.0           7.2087E+00              7.2085E+00
  2596.0           7.2092E+00              7.2090E+00
  2597.0           7.2097E+00              7.2095E+00
  2598.0           7.2101E+00              7.2100E+00
  2599.0           7.2106E+00              7.2105E+00
  2600.0           7.2111E+00              7.2110E+00
  2601.0           7.2116E+00              7.2114E+00
  2602.0           7.2121E+00              7.2119E+00
  2603.0           7.2126E+00              7.2124E+00
  2604.0           7.2131E+00              7.2129E+00
  2605.0           7.2136E+00              7.2134E+00
  2606.0           7.2141E+00              7.2139E+00
  2607.0           7.2146E+00              7.2144E+00
  2608.0           7.2151E+00              7.2149E+00
  2609.0           7.2155E+00              7.2154E+00
  2610.0           7.2160E+00              7.2159E+00
  2611.0           7.2165E+00              7.2164E+00
  2612.0           7.2170E+00              7.2168E+00
  2613.0           7.2175E+00              7.2173E+00
  2614.0           7.2180E+00              7.2178E+00
  2615.0           7.2185E+00              7.2183E+00
  2616.0           7.2190E+00              7.2188E+00
  2617.0           7.2195E+00              7.2193E+00
  2618.0           7.2200E+00              7.2198E+00
  2619.0           7.2205E+00              7.2203E+00
  2620.0           7.2210E+00              7.2208E+00
  2621.0           7.2215E+00              7.2213E+00
  2622.0           7.2220E+00              7.2218E+00
  2623.0           7.2225E+00              7.2223E+00
  2624.0           7.2230E+00              7.2228E+00
  2625.0           7.2235E+00              7.2233E+00
  2626.0           7.2240E+00              7.2238E+00
  2627.0           7.2244E+00              7.2243E+00
  2628.0           7.2249E+00              7.2248E+00
  2629.0           7.2255E+00              7.2253E+00
  2630.0           7.2259E+00              7.2258E+00
  2631.0           7.2264E+00              7.2263E+00
  2632.0           7.2269E+00              7.2268E+00
  2633.0           7.2274E+00              7.2273E+00
  2634.0           7.2279E+00              7.2278E+00
  2635.0           7.2284E+00              7.2283E+00
  2636.0           7.2289E+00              7.2288E+00
  2637.0           7.2294E+00              7.2293E+00
  2638.0           7.2299E+00              7.2298E+00
  2639.0           7.2304E+00              7.2303E+00
  2640.0           7.2309E+00              7.2308E+00
  2641.0           7.2314E+00              7.2313E+00
  2642.0           7.2319E+00              7.2318E+00
  2643.0           7.2324E+00              7.2323E+00
  2644.0           7.2329E+00              7.2328E+00
  2645.0           7.2335E+00              7.2333E+00
  2646.0           7.2339E+00              7.2338E+00
  2647.0           7.2345E+00              7.2343E+00
  2648.0           7.2349E+00              7.2348E+00
  2649.0           7.2355E+00              7.2353E+00
  2650.0           7.2360E+00              7.2358E+00
  2651.0           7.2365E+00              7.2363E+00
  2652.0           7.2370E+00              7.2368E+00
  2653.0           7.2375E+00              7.2373E+00
  2654.0           7.2380E+00              7.2378E+00
  2655.0           7.2385E+00              7.2383E+00
  2656.0           7.2390E+00              7.2388E+00
  2657.0           7.2395E+00              7.2393E+00
  2658.0           7.2400E+00              7.2398E+00
  2659.0           7.2405E+00              7.2403E+00
  2660.0           7.2410E+00              7.2408E+00
  2661.0           7.2415E+00              7.2413E+00
  2662.0           7.2420E+00              7.2418E+00
  2663.0           7.2425E+00              7.2423E+00
  2664.0           7.2430E+00              7.2428E+00
  2665.0           7.2435E+00              7.2433E+00
  2666.0           7.2440E+00              7.2438E+00
  2667.0           7.2445E+00              7.2443E+00
  2668.0           7.2451E+00              7.2449E+00
  2669.0           7.2456E+00              7.2454E+00
  2670.0           7.2461E+00              7.2459E+00
  2671.0           7.2466E+00              7.2464E+00
  2672.0           7.2471E+00              7.2469E+00
  2673.0           7.2476E+00              7.2474E+00
  2674.0           7.2481E+00              7.2479E+00
  2675.0           7.2486E+00              7.2484E+00
  2676.0           7.2491E+00              7.2489E+00
  2677.0           7.2496E+00              7.2494E+00
  2678.0           7.2501E+00              7.2499E+00
  2679.0           7.2507E+00              7.2504E+00
  2680.0           7.2512E+00              7.2509E+00
  2681.0           7.2517E+00              7.2515E+00
  2682.0           7.2522E+00              7.2520E+00
  2683.0           7.2527E+00              7.2525E+00
  2684.0           7.2532E+00              7.2530E+00
  2685.0           7.2537E+00              7.2535E+00
  2686.0           7.2542E+00              7.2540E+00
  2687.0           7.2547E+00              7.2545E+00
  2688.0           7.2552E+00              7.2550E+00
  2689.0           7.2558E+00              7.2555E+00
  2690.0           7.2563E+00              7.2560E+00
  2691.0           7.2568E+00              7.2565E+00
  2692.0           7.2573E+00              7.2571E+00
  2693.0           7.2578E+00              7.2576E+00
  2694.0           7.2583E+00              7.2581E+00
  2695.0           7.2588E+00              7.2586E+00
  2696.0           7.2593E+00              7.2591E+00
  2697.0           7.2598E+00              7.2596E+00
  2698.0           7.2603E+00              7.2601E+00
  2699.0           7.2608E+00              7.2606E+00
  2700.0           7.2613E+00              7.2611E+00
  2701.0           7.2618E+00              7.2616E+00
  2702.0           7.2623E+00              7.2621E+00
  2703.0           7.2628E+00              7.2626E+00
  2704.0           7.2633E+00              7.2631E+00
  2705.0           7.2638E+00              7.2636E+00
  2706.0           7.2643E+00              7.2641E+00
  2707.0           7.2648E+00              7.2645E+00
  2708.0           7.2653E+00              7.2650E+00
  2709.0           7.2658E+00              7.2655E+00
  2710.0           7.2663E+00              7.2660E+00
  2711.0           7.2667E+00              7.2665E+00
  2712.0           7.2672E+00              7.2670E+00
  2713.0           7.2677E+00              7.2674E+00
  2714.0           7.2682E+00              7.2679E+00
  2715.0           7.2687E+00              7.2684E+00
  2716.0           7.2691E+00              7.2689E+00
  2717.0           7.2696E+00              7.2693E+00
  2718.0           7.2701E+00              7.2698E+00
  2719.0           7.2705E+00              7.2703E+00
  2720.0           7.2710E+00              7.2707E+00
  2721.0           7.2715E+00              7.2712E+00
  2722.0           7.2719E+00              7.2716E+00
  2723.0           7.2724E+00              7.2721E+00
  2724.0           7.2728E+00              7.2725E+00
  2725.0           7.2733E+00              7.2730E+00
  2726.0           7.2737E+00              7.2734E+00
  2727.0           7.2741E+00              7.2739E+00
  2728.0           7.2746E+00              7.2743E+00
  2729.0           7.2750E+00              7.2747E+00
  2730.0           7.2755E+00              7.2752E+00
  2731.0           7.2759E+00              7.2756E+00
  2732.0           7.2763E+00              7.2760E+00
  2733.0           7.2767E+00              7.2764E+00
  2734.0           7.2771E+00              7.2769E+00
  2735.0           7.2776E+00              7.2773E+00
  2736.0           7.2780E+00              7.2777E+00
  2737.0           7.2784E+00              7.2781E+00
  2738.0           7.2788E+00              7.2785E+00
  2739.0           7.2792E+00              7.2789E+00
  2740.0           7.2796E+00              7.2793E+00
  2741.0           7.2799E+00              7.2796E+00
  2742.0           7.2803E+00              7.2800E+00
  2743.0           7.2807E+00              7.2804E+00
  2744.0           7.2811E+00              7.2808E+00
  2745.0           7.2815E+00              7.2812E+00
  2746.0           7.2818E+00              7.2815E+00
  2747.0           7.2822E+00              7.2819E+00
  2748.0           7.2825E+00              7.2822E+00
  2749.0           7.2829E+00              7.2826E+00
  2750.0           7.2832E+00              7.2829E+00
  2751.0           7.2836E+00              7.2833E+00
  2752.0           7.2839E+00              7.2836E+00
  2753.0           7.2842E+00              7.2839E+00
  2754.0           7.2845E+00              7.2842E+00
  2755.0           7.2849E+00              7.2846E+00
  2756.0           7.2852E+00              7.2849E+00
  2757.0           7.2855E+00              7.2852E+00
  2758.0           7.2858E+00              7.2855E+00
  2759.0           7.2861E+00              7.2858E+00
  2760.0           7.2864E+00              7.2861E+00
  2761.0           7.2867E+00              7.2863E+00
  2762.0           7.2869E+00              7.2866E+00
  2763.0           7.2872E+00              7.2869E+00
  2764.0           7.2875E+00              7.2871E+00
  2765.0           7.2877E+00              7.2874E+00
  2766.0           7.2880E+00              7.2877E+00
  2767.0           7.2882E+00              7.2879E+00
  2768.0           7.2885E+00              7.2881E+00
  2769.0           7.2887E+00              7.2884E+00
  2770.0           7.2889E+00              7.2886E+00
  2771.0           7.2892E+00              7.2888E+00
  2772.0           7.2894E+00              7.2890E+00
  2773.0           7.2896E+00              7.2892E+00
  2774.0           7.2898E+00              7.2894E+00
  2775.0           7.2900E+00              7.2896E+00
  2776.0           7.2902E+00              7.2898E+00
  2777.0           7.2903E+00              7.2900E+00
  2778.0           7.2905E+00              7.2902E+00
  2779.0           7.2907E+00              7.2903E+00
  2780.0           7.2908E+00              7.2905E+00
  2781.0           7.2910E+00              7.2906E+00
  2782.0           7.2911E+00              7.2908E+00
  2783.0           7.2912E+00              7.2909E+00
  2784.0           7.2914E+00              7.2910E+00
  2785.0           7.2915E+00              7.2911E+00
  2786.0           7.2916E+00              7.2913E+00
  2787.0           7.2917E+00              7.2914E+00
  2788.0           7.2918E+00              7.2914E+00
  2789.0           7.2919E+00              7.2915E+00
  2790.0           7.2920E+00              7.2916E+00
  2791.0           7.2920E+00              7.2917E+00
  2792.0           7.2921E+00              7.2917E+00
  2793.0           7.2921E+00              7.2918E+00
  2794.0           7.2922E+00              7.2918E+00
  2795.0           7.2922E+00              7.2919E+00
  2796.0           7.2922E+00              7.2919E+00
  2797.0           7.2923E+00              7.2919E+00
  2798.0           7.2923E+00              7.2919E+00
  2799.0           7.2923E+00              7.2919E+00
  2800.0           7.2923E+00              7.2919E+00
  2801.0           7.2922E+00              7.2919E+00
  2802.0           7.2922E+00              7.2919E+00
  2803.0           7.2922E+00              7.2918E+00
  2804.0           7.2921E+00              7.2918E+00
  2805.0           7.2921E+00              7.2917E+00
  2806.0           7.2920E+00              7.2917E+00
  2807.0           7.2919E+00              7.2916E+00
  2808.0           7.2918E+00              7.2915E+00
  2809.0           7.2918E+00              7.2914E+00
  2810.0           7.2916E+00              7.2913E+00
  2811.0           7.2915E+00              7.2912E+00
  2812.0           7.2914E+00              7.2911E+00
  2813.0           7.2913E+00              7.2909E+00
  2814.0           7.2911E+00              7.2908E+00
  2815.0           7.2910E+00              7.2906E+00
  2816.0           7.2908E+00              7.2905E+00
  2817.0           7.2906E+00              7.2903E+00
  2818.0           7.2905E+00              7.2901E+00
  2819.0           7.2903E+00              7.2899E+00
  2820.0           7.2901E+00              7.2897E+00
  2821.0           7.2898E+00              7.2895E+00
  2822.0           7.2896E+00              7.2893E+00
  2823.0           7.2894E+00              7.2891E+00
  2824.0           7.2891E+00              7.2888E+00
  2825.0           7.2889E+00              7.2885E+00
  2826.0           7.2886E+00              7.2883E+00
  2827.0           7.2883E+00              7.2880E+00
  2828.0           7.2880E+00              7.2877E+00
  2829.0           7.2877E+00              7.2874E+00
  2830.0           7.2874E+00              7.2871E+00
  2831.0           7.2871E+00              7.2868E+00
  2832.0           7.2867E+00              7.2864E+00
  2833.0           7.2864E+00              7.2861E+00
  2834.0           7.2860E+00              7.2857E+00
  2835.0           7.2856E+00              7.2853E+00
  2836.0           7.2853E+00              7.2850E+00
  2837.0           7.2849E+00              7.2846E+00
  2838.0           7.2844E+00              7.2842E+00
  2839.0           7.2840E+00              7.2837E+00
  2840.0           7.2836E+00              7.2833E+00
  2841.0           7.2831E+00              7.2829E+00
  2842.0           7.2827E+00              7.2824E+00
  2843.0           7.2822E+00              7.2819E+00
  2844.0           7.2817E+00              7.2814E+00
  2845.0           7.2812E+00              7.2809E+00
  2846.0           7.2807E+00              7.2804E+00
  2847.0           7.2802E+00              7.2799E+00
  2848.0           7.2797E+00              7.2794E+00
  2849.0           7.2791E+00              7.2788E+00
  2850.0           7.2786E+00              7.2783E+00
  2851.0           7.2780E+00              7.2777E+00
  2852.0           7.2774E+00              7.2771E+00
  2853.0           7.2768E+00              7.2765E+00
  2854.0           7.2762E+00              7.2759E+00
  2855.0           7.2756E+00              7.2753E+00
  2856.0           7.2749E+00              7.2747E+00
  2857.0           7.2743E+00              7.2740E+00
  2858.0           7.2736E+00              7.2733E+00
  2859.0           7.2729E+00              7.2727E+00
  2860.0           7.2722E+00              7.2720E+00
  2861.0           7.2715E+00              7.2713E+00
  2862.0           7.2708E+00              7.2706E+00
  2863.0           7.2701E+00              7.2698E+00
  2864.0           7.2693E+00              7.2691E+00
  2865.0           7.2685E+00              7.2683E+00
  2866.0           7.2678E+00              7.2675E+00
  2867.0           7.2670E+00              7.2668E+00
  2868.0           7.2662E+00              7.2659E+00
  2869.0           7.2653E+00              7.2651E+00
  2870.0           7.2645E+00              7.2643E+00
  2871.0           7.2636E+00              7.2634E+00
  2872.0           7.2628E+00              7.2626E+00
  2873.0           7.2619E+00              7.2617E+00
  2874.0           7.2610E+00              7.2608E+00
  2875.0           7.2601E+00              7.2599E+00
  2876.0           7.2592E+00              7.2590E+00
  2877.0           7.2582E+00              7.2580E+00
  2878.0           7.2573E+00              7.2571E+00
  2879.0           7.2563E+00              7.2561E+00
  2880.0           7.2553E+00              7.2552E+00
  2881.0           7.2543E+00              7.2542E+00
  2882.0           7.2533E+00              7.2531E+00
  2883.0           7.2523E+00              7.2521E+00
  2884.0           7.2512E+00              7.2511E+00
  2885.0           7.2501E+00              7.2500E+00
  2886.0           7.2491E+00              7.2489E+00
  2887.0           7.2480E+00              7.2478E+00
  2888.0           7.2469E+00              7.2467E+00
  2889.0           7.2457E+00              7.2456E+00
  2890.0           7.2446E+00              7.2445E+00
  2891.0           7.2434E+00              7.2433E+00
