#ndep: 2897
#depth (km)    Vs_arithmetic (km/s)    Vs_geometric (km/s)
   650.0           5.5552E+00              5.5548E+00
   651.0           5.9222E+00              5.9221E+00
   652.0           5.9239E+00              5.9238E+00
   653.0           5.9257E+00              5.9255E+00
   654.0           5.9275E+00              5.9274E+00
   655.0           5.9294E+00              5.9293E+00
   656.0           5.9315E+00              5.9314E+00
   657.0           5.9335E+00              5.9334E+00
   658.0           5.9357E+00              5.9356E+00
   659.0           5.9379E+00              5.9378E+00
   660.0           5.9402E+00              5.9401E+00
   661.0           5.9425E+00              5.9424E+00
   662.0           5.9448E+00              5.9447E+00
   663.0           5.9473E+00              5.9471E+00
   664.0           5.9497E+00              5.9496E+00
   665.0           5.9522E+00              5.9521E+00
   666.0           5.9547E+00              5.9546E+00
   667.0           5.9573E+00              5.9571E+00
   668.0           5.9598E+00              5.9597E+00
   669.0           5.9624E+00              5.9623E+00
   670.0           5.9651E+00              5.9649E+00
   671.0           5.9677E+00              5.9676E+00
   672.0           5.9703E+00              5.9702E+00
   673.0           5.9730E+00              5.9729E+00
   674.0           5.9757E+00              5.9756E+00
   675.0           5.9784E+00              5.9782E+00
   676.0           5.9810E+00              5.9809E+00
   677.0           5.9837E+00              5.9836E+00
   678.0           5.9864E+00              5.9863E+00
   679.0           5.9891E+00              5.9890E+00
   680.0           5.9918E+00              5.9917E+00
   681.0           5.9945E+00              5.9944E+00
   682.0           5.9971E+00              5.9970E+00
   683.0           5.9998E+00              5.9997E+00
   684.0           6.0025E+00              6.0024E+00
   685.0           6.0051E+00              6.0050E+00
   686.0           6.0078E+00              6.0077E+00
   687.0           6.0104E+00              6.0103E+00
   688.0           6.0131E+00              6.0130E+00
   689.0           6.0157E+00              6.0156E+00
   690.0           6.0183E+00              6.0182E+00
   691.0           6.0209E+00              6.0208E+00
   692.0           6.0235E+00              6.0234E+00
   693.0           6.0261E+00              6.0260E+00
   694.0           6.0287E+00              6.0286E+00
   695.0           6.0313E+00              6.0312E+00
   696.0           6.0339E+00              6.0338E+00
   697.0           6.0365E+00              6.0364E+00
   698.0           6.0391E+00              6.0390E+00
   699.0           6.0416E+00              6.0415E+00
   700.0           6.0442E+00              6.0441E+00
   701.0           6.0468E+00              6.0467E+00
   702.0           6.0494E+00              6.0493E+00
   703.0           6.0520E+00              6.0519E+00
   704.0           6.0546E+00              6.0545E+00
   705.0           6.0572E+00              6.0571E+00
   706.0           6.0599E+00              6.0598E+00
   707.0           6.0625E+00              6.0624E+00
   708.0           6.0652E+00              6.0651E+00
   709.0           6.0679E+00              6.0678E+00
   710.0           6.0706E+00              6.0705E+00
   711.0           6.0733E+00              6.0732E+00
   712.0           6.0760E+00              6.0759E+00
   713.0           6.0787E+00              6.0786E+00
   714.0           6.0814E+00              6.0813E+00
   715.0           6.0841E+00              6.0840E+00
   716.0           6.0868E+00              6.0867E+00
   717.0           6.0894E+00              6.0893E+00
   718.0           6.0921E+00              6.0920E+00
   719.0           6.0947E+00              6.0946E+00
   720.0           6.0973E+00              6.0972E+00
   721.0           6.0999E+00              6.0998E+00
   722.0           6.1025E+00              6.1024E+00
   723.0           6.1051E+00              6.1050E+00
   724.0           6.1077E+00              6.1076E+00
   725.0           6.1103E+00              6.1102E+00
   726.0           6.1129E+00              6.1128E+00
   727.0           6.1154E+00              6.1154E+00
   728.0           6.1180E+00              6.1179E+00
   729.0           6.1206E+00              6.1205E+00
   730.0           6.1231E+00              6.1230E+00
   731.0           6.1256E+00              6.1256E+00
   732.0           6.1282E+00              6.1281E+00
   733.0           6.1307E+00              6.1306E+00
   734.0           6.1332E+00              6.1332E+00
   735.0           6.1358E+00              6.1357E+00
   736.0           6.1383E+00              6.1382E+00
   737.0           6.1408E+00              6.1407E+00
   738.0           6.1433E+00              6.1432E+00
   739.0           6.1458E+00              6.1457E+00
   740.0           6.1483E+00              6.1483E+00
   741.0           6.1509E+00              6.1508E+00
   742.0           6.1534E+00              6.1533E+00
   743.0           6.1559E+00              6.1558E+00
   744.0           6.1584E+00              6.1583E+00
   745.0           6.1609E+00              6.1608E+00
   746.0           6.1634E+00              6.1633E+00
   747.0           6.1659E+00              6.1658E+00
   748.0           6.1684E+00              6.1683E+00
   749.0           6.1709E+00              6.1708E+00
   750.0           6.1734E+00              6.1734E+00
   751.0           6.1760E+00              6.1759E+00
   752.0           6.1785E+00              6.1784E+00
   753.0           6.1810E+00              6.1809E+00
   754.0           6.1836E+00              6.1835E+00
   755.0           6.1861E+00              6.1860E+00
   756.0           6.1886E+00              6.1886E+00
   757.0           6.1912E+00              6.1911E+00
   758.0           6.1937E+00              6.1937E+00
   759.0           6.1963E+00              6.1962E+00
   760.0           6.1989E+00              6.1988E+00
   761.0           6.2015E+00              6.2014E+00
   762.0           6.2041E+00              6.2040E+00
   763.0           6.2067E+00              6.2066E+00
   764.0           6.2093E+00              6.2092E+00
   765.0           6.2119E+00              6.2118E+00
   766.0           6.2145E+00              6.2144E+00
   767.0           6.2172E+00              6.2171E+00
   768.0           6.2198E+00              6.2197E+00
   769.0           6.2225E+00              6.2224E+00
   770.0           6.2252E+00              6.2251E+00
   771.0           6.2279E+00              6.2278E+00
   772.0           6.2286E+00              6.2285E+00
   773.0           6.2293E+00              6.2293E+00
   774.0           6.2300E+00              6.2300E+00
   775.0           6.2308E+00              6.2307E+00
   776.0           6.2315E+00              6.2314E+00
   777.0           6.2322E+00              6.2321E+00
   778.0           6.2329E+00              6.2328E+00
   779.0           6.2336E+00              6.2335E+00
   780.0           6.2343E+00              6.2342E+00
   781.0           6.2350E+00              6.2350E+00
   782.0           6.2357E+00              6.2357E+00
   783.0           6.2365E+00              6.2364E+00
   784.0           6.2372E+00              6.2371E+00
   785.0           6.2379E+00              6.2378E+00
   786.0           6.2386E+00              6.2385E+00
   787.0           6.2393E+00              6.2392E+00
   788.0           6.2400E+00              6.2399E+00
   789.0           6.2407E+00              6.2406E+00
   790.0           6.2414E+00              6.2413E+00
   791.0           6.2421E+00              6.2421E+00
   792.0           6.2428E+00              6.2428E+00
   793.0           6.2436E+00              6.2435E+00
   794.0           6.2443E+00              6.2442E+00
   795.0           6.2450E+00              6.2449E+00
   796.0           6.2457E+00              6.2456E+00
   797.0           6.2464E+00              6.2463E+00
   798.0           6.2471E+00              6.2470E+00
   799.0           6.2478E+00              6.2477E+00
   800.0           6.2485E+00              6.2484E+00
   801.0           6.2492E+00              6.2491E+00
   802.0           6.2499E+00              6.2498E+00
   803.0           6.2506E+00              6.2505E+00
   804.0           6.2513E+00              6.2513E+00
   805.0           6.2520E+00              6.2520E+00
   806.0           6.2527E+00              6.2527E+00
   807.0           6.2534E+00              6.2534E+00
   808.0           6.2542E+00              6.2541E+00
   809.0           6.2549E+00              6.2548E+00
   810.0           6.2556E+00              6.2555E+00
   811.0           6.2563E+00              6.2562E+00
   812.0           6.2570E+00              6.2569E+00
   813.0           6.2577E+00              6.2576E+00
   814.0           6.2584E+00              6.2583E+00
   815.0           6.2591E+00              6.2590E+00
   816.0           6.2598E+00              6.2597E+00
   817.0           6.2605E+00              6.2604E+00
   818.0           6.2612E+00              6.2611E+00
   819.0           6.2619E+00              6.2618E+00
   820.0           6.2626E+00              6.2625E+00
   821.0           6.2633E+00              6.2632E+00
   822.0           6.2640E+00              6.2639E+00
   823.0           6.2647E+00              6.2646E+00
   824.0           6.2654E+00              6.2653E+00
   825.0           6.2661E+00              6.2660E+00
   826.0           6.2668E+00              6.2667E+00
   827.0           6.2675E+00              6.2674E+00
   828.0           6.2682E+00              6.2681E+00
   829.0           6.2689E+00              6.2688E+00
   830.0           6.2696E+00              6.2695E+00
   831.0           6.2703E+00              6.2702E+00
   832.0           6.2710E+00              6.2709E+00
   833.0           6.2717E+00              6.2716E+00
   834.0           6.2724E+00              6.2723E+00
   835.0           6.2731E+00              6.2730E+00
   836.0           6.2738E+00              6.2737E+00
   837.0           6.2744E+00              6.2744E+00
   838.0           6.2751E+00              6.2751E+00
   839.0           6.2758E+00              6.2758E+00
   840.0           6.2765E+00              6.2765E+00
   841.0           6.2772E+00              6.2772E+00
   842.0           6.2779E+00              6.2778E+00
   843.0           6.2786E+00              6.2785E+00
   844.0           6.2793E+00              6.2792E+00
   845.0           6.2800E+00              6.2799E+00
   846.0           6.2807E+00              6.2806E+00
   847.0           6.2814E+00              6.2813E+00
   848.0           6.2821E+00              6.2820E+00
   849.0           6.2828E+00              6.2827E+00
   850.0           6.2835E+00              6.2834E+00
   851.0           6.2842E+00              6.2841E+00
   852.0           6.2848E+00              6.2848E+00
   853.0           6.2855E+00              6.2855E+00
   854.0           6.2862E+00              6.2862E+00
   855.0           6.2869E+00              6.2868E+00
   856.0           6.2876E+00              6.2875E+00
   857.0           6.2883E+00              6.2882E+00
   858.0           6.2890E+00              6.2889E+00
   859.0           6.2897E+00              6.2896E+00
   860.0           6.2904E+00              6.2903E+00
   861.0           6.2910E+00              6.2910E+00
   862.0           6.2917E+00              6.2917E+00
   863.0           6.2924E+00              6.2923E+00
   864.0           6.2931E+00              6.2930E+00
   865.0           6.2938E+00              6.2937E+00
   866.0           6.2945E+00              6.2944E+00
   867.0           6.2952E+00              6.2951E+00
   868.0           6.2959E+00              6.2958E+00
   869.0           6.2965E+00              6.2965E+00
   870.0           6.2972E+00              6.2972E+00
   871.0           6.2979E+00              6.2978E+00
   872.0           6.2986E+00              6.2985E+00
   873.0           6.2993E+00              6.2992E+00
   874.0           6.3000E+00              6.2999E+00
   875.0           6.3006E+00              6.3006E+00
   876.0           6.3013E+00              6.3013E+00
   877.0           6.3020E+00              6.3019E+00
   878.0           6.3027E+00              6.3026E+00
   879.0           6.3034E+00              6.3033E+00
   880.0           6.3041E+00              6.3040E+00
   881.0           6.3047E+00              6.3047E+00
   882.0           6.3054E+00              6.3054E+00
   883.0           6.3061E+00              6.3060E+00
   884.0           6.3068E+00              6.3067E+00
   885.0           6.3075E+00              6.3074E+00
   886.0           6.3082E+00              6.3081E+00
   887.0           6.3088E+00              6.3088E+00
   888.0           6.3095E+00              6.3094E+00
   889.0           6.3102E+00              6.3101E+00
   890.0           6.3109E+00              6.3108E+00
   891.0           6.3116E+00              6.3115E+00
   892.0           6.3122E+00              6.3122E+00
   893.0           6.3129E+00              6.3128E+00
   894.0           6.3136E+00              6.3135E+00
   895.0           6.3143E+00              6.3142E+00
   896.0           6.3149E+00              6.3149E+00
   897.0           6.3156E+00              6.3156E+00
   898.0           6.3163E+00              6.3162E+00
   899.0           6.3170E+00              6.3169E+00
   900.0           6.3177E+00              6.3176E+00
   901.0           6.3183E+00              6.3183E+00
   902.0           6.3190E+00              6.3189E+00
   903.0           6.3197E+00              6.3196E+00
   904.0           6.3204E+00              6.3203E+00
   905.0           6.3210E+00              6.3210E+00
   906.0           6.3217E+00              6.3216E+00
   907.0           6.3224E+00              6.3223E+00
   908.0           6.3231E+00              6.3230E+00
   909.0           6.3237E+00              6.3237E+00
   910.0           6.3244E+00              6.3243E+00
   911.0           6.3251E+00              6.3250E+00
   912.0           6.3258E+00              6.3257E+00
   913.0           6.3264E+00              6.3264E+00
   914.0           6.3271E+00              6.3270E+00
   915.0           6.3278E+00              6.3277E+00
   916.0           6.3284E+00              6.3284E+00
   917.0           6.3291E+00              6.3291E+00
   918.0           6.3298E+00              6.3297E+00
   919.0           6.3305E+00              6.3304E+00
   920.0           6.3311E+00              6.3311E+00
   921.0           6.3318E+00              6.3317E+00
   922.0           6.3325E+00              6.3324E+00
   923.0           6.3331E+00              6.3331E+00
   924.0           6.3338E+00              6.3337E+00
   925.0           6.3345E+00              6.3344E+00
   926.0           6.3352E+00              6.3351E+00
   927.0           6.3358E+00              6.3358E+00
   928.0           6.3365E+00              6.3364E+00
   929.0           6.3372E+00              6.3371E+00
   930.0           6.3378E+00              6.3378E+00
   931.0           6.3385E+00              6.3384E+00
   932.0           6.3392E+00              6.3391E+00
   933.0           6.3398E+00              6.3398E+00
   934.0           6.3405E+00              6.3404E+00
   935.0           6.3412E+00              6.3411E+00
   936.0           6.3418E+00              6.3418E+00
   937.0           6.3425E+00              6.3424E+00
   938.0           6.3432E+00              6.3431E+00
   939.0           6.3438E+00              6.3438E+00
   940.0           6.3445E+00              6.3444E+00
   941.0           6.3452E+00              6.3451E+00
   942.0           6.3458E+00              6.3458E+00
   943.0           6.3465E+00              6.3464E+00
   944.0           6.3472E+00              6.3471E+00
   945.0           6.3478E+00              6.3478E+00
   946.0           6.3485E+00              6.3484E+00
   947.0           6.3492E+00              6.3491E+00
   948.0           6.3498E+00              6.3498E+00
   949.0           6.3505E+00              6.3504E+00
   950.0           6.3511E+00              6.3511E+00
   951.0           6.3518E+00              6.3517E+00
   952.0           6.3525E+00              6.3524E+00
   953.0           6.3531E+00              6.3531E+00
   954.0           6.3538E+00              6.3537E+00
   955.0           6.3545E+00              6.3544E+00
   956.0           6.3551E+00              6.3551E+00
   957.0           6.3558E+00              6.3557E+00
   958.0           6.3564E+00              6.3564E+00
   959.0           6.3571E+00              6.3570E+00
   960.0           6.3578E+00              6.3577E+00
   961.0           6.3584E+00              6.3584E+00
   962.0           6.3591E+00              6.3590E+00
   963.0           6.3597E+00              6.3597E+00
   964.0           6.3604E+00              6.3603E+00
   965.0           6.3611E+00              6.3610E+00
   966.0           6.3617E+00              6.3617E+00
   967.0           6.3624E+00              6.3623E+00
   968.0           6.3630E+00              6.3630E+00
   969.0           6.3637E+00              6.3636E+00
   970.0           6.3643E+00              6.3643E+00
   971.0           6.3650E+00              6.3649E+00
   972.0           6.3657E+00              6.3656E+00
   973.0           6.3663E+00              6.3663E+00
   974.0           6.3670E+00              6.3669E+00
   975.0           6.3676E+00              6.3676E+00
   976.0           6.3683E+00              6.3682E+00
   977.0           6.3689E+00              6.3689E+00
   978.0           6.3696E+00              6.3695E+00
   979.0           6.3702E+00              6.3702E+00
   980.0           6.3709E+00              6.3708E+00
   981.0           6.3716E+00              6.3715E+00
   982.0           6.3722E+00              6.3722E+00
   983.0           6.3729E+00              6.3728E+00
   984.0           6.3735E+00              6.3735E+00
   985.0           6.3742E+00              6.3741E+00
   986.0           6.3748E+00              6.3748E+00
   987.0           6.3755E+00              6.3754E+00
   988.0           6.3761E+00              6.3761E+00
   989.0           6.3768E+00              6.3767E+00
   990.0           6.3774E+00              6.3774E+00
   991.0           6.3781E+00              6.3780E+00
   992.0           6.3787E+00              6.3787E+00
   993.0           6.3794E+00              6.3793E+00
   994.0           6.3800E+00              6.3800E+00
   995.0           6.3807E+00              6.3806E+00
   996.0           6.3813E+00              6.3813E+00
   997.0           6.3820E+00              6.3819E+00
   998.0           6.3826E+00              6.3826E+00
   999.0           6.3833E+00              6.3832E+00
  1000.0           6.3839E+00              6.3839E+00
  1001.0           6.3846E+00              6.3845E+00
  1002.0           6.3852E+00              6.3852E+00
  1003.0           6.3859E+00              6.3858E+00
  1004.0           6.3865E+00              6.3865E+00
  1005.0           6.3872E+00              6.3871E+00
  1006.0           6.3878E+00              6.3878E+00
  1007.0           6.3885E+00              6.3884E+00
  1008.0           6.3891E+00              6.3891E+00
  1009.0           6.3898E+00              6.3897E+00
  1010.0           6.3904E+00              6.3904E+00
  1011.0           6.3911E+00              6.3910E+00
  1012.0           6.3917E+00              6.3917E+00
  1013.0           6.3924E+00              6.3923E+00
  1014.0           6.3930E+00              6.3929E+00
  1015.0           6.3937E+00              6.3936E+00
  1016.0           6.3943E+00              6.3942E+00
  1017.0           6.3949E+00              6.3949E+00
  1018.0           6.3956E+00              6.3955E+00
  1019.0           6.3962E+00              6.3962E+00
  1020.0           6.3969E+00              6.3968E+00
  1021.0           6.3975E+00              6.3975E+00
  1022.0           6.3982E+00              6.3981E+00
  1023.0           6.3988E+00              6.3987E+00
  1024.0           6.3994E+00              6.3994E+00
  1025.0           6.4001E+00              6.4000E+00
  1026.0           6.4007E+00              6.4007E+00
  1027.0           6.4014E+00              6.4013E+00
  1028.0           6.4020E+00              6.4020E+00
  1029.0           6.4027E+00              6.4026E+00
  1030.0           6.4033E+00              6.4032E+00
  1031.0           6.4039E+00              6.4039E+00
  1032.0           6.4046E+00              6.4045E+00
  1033.0           6.4052E+00              6.4052E+00
  1034.0           6.4059E+00              6.4058E+00
  1035.0           6.4065E+00              6.4065E+00
  1036.0           6.4072E+00              6.4071E+00
  1037.0           6.4078E+00              6.4077E+00
  1038.0           6.4084E+00              6.4084E+00
  1039.0           6.4091E+00              6.4090E+00
  1040.0           6.4097E+00              6.4097E+00
  1041.0           6.4104E+00              6.4103E+00
  1042.0           6.4110E+00              6.4109E+00
  1043.0           6.4116E+00              6.4116E+00
  1044.0           6.4123E+00              6.4122E+00
  1045.0           6.4129E+00              6.4129E+00
  1046.0           6.4135E+00              6.4135E+00
  1047.0           6.4142E+00              6.4141E+00
  1048.0           6.4148E+00              6.4148E+00
  1049.0           6.4155E+00              6.4154E+00
  1050.0           6.4161E+00              6.4160E+00
  1051.0           6.4167E+00              6.4167E+00
  1052.0           6.4174E+00              6.4173E+00
  1053.0           6.4180E+00              6.4180E+00
  1054.0           6.4186E+00              6.4186E+00
  1055.0           6.4193E+00              6.4192E+00
  1056.0           6.4199E+00              6.4199E+00
  1057.0           6.4206E+00              6.4205E+00
  1058.0           6.4212E+00              6.4211E+00
  1059.0           6.4218E+00              6.4218E+00
  1060.0           6.4225E+00              6.4224E+00
  1061.0           6.4231E+00              6.4230E+00
  1062.0           6.4237E+00              6.4237E+00
  1063.0           6.4244E+00              6.4243E+00
  1064.0           6.4250E+00              6.4249E+00
  1065.0           6.4256E+00              6.4256E+00
  1066.0           6.4263E+00              6.4262E+00
  1067.0           6.4269E+00              6.4268E+00
  1068.0           6.4275E+00              6.4275E+00
  1069.0           6.4282E+00              6.4281E+00
  1070.0           6.4288E+00              6.4287E+00
  1071.0           6.4294E+00              6.4294E+00
  1072.0           6.4300E+00              6.4300E+00
  1073.0           6.4307E+00              6.4306E+00
  1074.0           6.4313E+00              6.4313E+00
  1075.0           6.4319E+00              6.4319E+00
  1076.0           6.4326E+00              6.4325E+00
  1077.0           6.4332E+00              6.4331E+00
  1078.0           6.4338E+00              6.4338E+00
  1079.0           6.4345E+00              6.4344E+00
  1080.0           6.4351E+00              6.4350E+00
  1081.0           6.4357E+00              6.4357E+00
  1082.0           6.4364E+00              6.4363E+00
  1083.0           6.4370E+00              6.4369E+00
  1084.0           6.4376E+00              6.4376E+00
  1085.0           6.4382E+00              6.4382E+00
  1086.0           6.4389E+00              6.4388E+00
  1087.0           6.4395E+00              6.4394E+00
  1088.0           6.4401E+00              6.4401E+00
  1089.0           6.4407E+00              6.4407E+00
  1090.0           6.4414E+00              6.4413E+00
  1091.0           6.4420E+00              6.4419E+00
  1092.0           6.4426E+00              6.4426E+00
  1093.0           6.4433E+00              6.4432E+00
  1094.0           6.4439E+00              6.4438E+00
  1095.0           6.4445E+00              6.4445E+00
  1096.0           6.4451E+00              6.4451E+00
  1097.0           6.4458E+00              6.4457E+00
  1098.0           6.4464E+00              6.4463E+00
  1099.0           6.4470E+00              6.4470E+00
  1100.0           6.4476E+00              6.4476E+00
  1101.0           6.4483E+00              6.4482E+00
  1102.0           6.4489E+00              6.4488E+00
  1103.0           6.4495E+00              6.4495E+00
  1104.0           6.4501E+00              6.4501E+00
  1105.0           6.4508E+00              6.4507E+00
  1106.0           6.4514E+00              6.4513E+00
  1107.0           6.4520E+00              6.4520E+00
  1108.0           6.4526E+00              6.4526E+00
  1109.0           6.4533E+00              6.4532E+00
  1110.0           6.4539E+00              6.4538E+00
  1111.0           6.4545E+00              6.4544E+00
  1112.0           6.4551E+00              6.4551E+00
  1113.0           6.4557E+00              6.4557E+00
  1114.0           6.4564E+00              6.4563E+00
  1115.0           6.4570E+00              6.4569E+00
  1116.0           6.4576E+00              6.4576E+00
  1117.0           6.4582E+00              6.4582E+00
  1118.0           6.4588E+00              6.4588E+00
  1119.0           6.4595E+00              6.4594E+00
  1120.0           6.4601E+00              6.4600E+00
  1121.0           6.4607E+00              6.4607E+00
  1122.0           6.4613E+00              6.4613E+00
  1123.0           6.4619E+00              6.4619E+00
  1124.0           6.4626E+00              6.4625E+00
  1125.0           6.4632E+00              6.4631E+00
  1126.0           6.4638E+00              6.4638E+00
  1127.0           6.4644E+00              6.4644E+00
  1128.0           6.4650E+00              6.4650E+00
  1129.0           6.4657E+00              6.4656E+00
  1130.0           6.4663E+00              6.4662E+00
  1131.0           6.4669E+00              6.4668E+00
  1132.0           6.4675E+00              6.4675E+00
  1133.0           6.4681E+00              6.4681E+00
  1134.0           6.4687E+00              6.4687E+00
  1135.0           6.4694E+00              6.4693E+00
  1136.0           6.4700E+00              6.4699E+00
  1137.0           6.4706E+00              6.4705E+00
  1138.0           6.4712E+00              6.4712E+00
  1139.0           6.4718E+00              6.4718E+00
  1140.0           6.4724E+00              6.4724E+00
  1141.0           6.4731E+00              6.4730E+00
  1142.0           6.4737E+00              6.4736E+00
  1143.0           6.4743E+00              6.4742E+00
  1144.0           6.4749E+00              6.4749E+00
  1145.0           6.4755E+00              6.4755E+00
  1146.0           6.4761E+00              6.4761E+00
  1147.0           6.4768E+00              6.4767E+00
  1148.0           6.4774E+00              6.4773E+00
  1149.0           6.4780E+00              6.4779E+00
  1150.0           6.4786E+00              6.4785E+00
  1151.0           6.4792E+00              6.4792E+00
  1152.0           6.4798E+00              6.4798E+00
  1153.0           6.4804E+00              6.4804E+00
  1154.0           6.4810E+00              6.4810E+00
  1155.0           6.4817E+00              6.4816E+00
  1156.0           6.4823E+00              6.4822E+00
  1157.0           6.4829E+00              6.4828E+00
  1158.0           6.4835E+00              6.4834E+00
  1159.0           6.4841E+00              6.4841E+00
  1160.0           6.4847E+00              6.4847E+00
  1161.0           6.4853E+00              6.4853E+00
  1162.0           6.4859E+00              6.4859E+00
  1163.0           6.4865E+00              6.4865E+00
  1164.0           6.4872E+00              6.4871E+00
  1165.0           6.4878E+00              6.4877E+00
  1166.0           6.4884E+00              6.4883E+00
  1167.0           6.4890E+00              6.4889E+00
  1168.0           6.4896E+00              6.4895E+00
  1169.0           6.4902E+00              6.4902E+00
  1170.0           6.4908E+00              6.4908E+00
  1171.0           6.4914E+00              6.4914E+00
  1172.0           6.4920E+00              6.4920E+00
  1173.0           6.4926E+00              6.4926E+00
  1174.0           6.4933E+00              6.4932E+00
  1175.0           6.4939E+00              6.4938E+00
  1176.0           6.4945E+00              6.4944E+00
  1177.0           6.4951E+00              6.4950E+00
  1178.0           6.4957E+00              6.4956E+00
  1179.0           6.4963E+00              6.4962E+00
  1180.0           6.4969E+00              6.4968E+00
  1181.0           6.4975E+00              6.4975E+00
  1182.0           6.4981E+00              6.4981E+00
  1183.0           6.4987E+00              6.4987E+00
  1184.0           6.4993E+00              6.4993E+00
  1185.0           6.4999E+00              6.4999E+00
  1186.0           6.5005E+00              6.5005E+00
  1187.0           6.5011E+00              6.5011E+00
  1188.0           6.5017E+00              6.5017E+00
  1189.0           6.5024E+00              6.5023E+00
  1190.0           6.5030E+00              6.5029E+00
  1191.0           6.5036E+00              6.5035E+00
  1192.0           6.5042E+00              6.5041E+00
  1193.0           6.5048E+00              6.5047E+00
  1194.0           6.5054E+00              6.5053E+00
  1195.0           6.5060E+00              6.5059E+00
  1196.0           6.5066E+00              6.5065E+00
  1197.0           6.5072E+00              6.5071E+00
  1198.0           6.5078E+00              6.5077E+00
  1199.0           6.5084E+00              6.5083E+00
  1200.0           6.5090E+00              6.5089E+00
  1201.0           6.5096E+00              6.5095E+00
  1202.0           6.5102E+00              6.5102E+00
  1203.0           6.5108E+00              6.5108E+00
  1204.0           6.5114E+00              6.5114E+00
  1205.0           6.5120E+00              6.5120E+00
  1206.0           6.5126E+00              6.5126E+00
  1207.0           6.5132E+00              6.5132E+00
  1208.0           6.5138E+00              6.5138E+00
  1209.0           6.5144E+00              6.5144E+00
  1210.0           6.5150E+00              6.5150E+00
  1211.0           6.5156E+00              6.5156E+00
  1212.0           6.5162E+00              6.5162E+00
  1213.0           6.5168E+00              6.5168E+00
  1214.0           6.5174E+00              6.5174E+00
  1215.0           6.5180E+00              6.5180E+00
  1216.0           6.5186E+00              6.5186E+00
  1217.0           6.5192E+00              6.5192E+00
  1218.0           6.5198E+00              6.5198E+00
  1219.0           6.5204E+00              6.5204E+00
  1220.0           6.5210E+00              6.5210E+00
  1221.0           6.5216E+00              6.5216E+00
  1222.0           6.5222E+00              6.5222E+00
  1223.0           6.5228E+00              6.5228E+00
  1224.0           6.5234E+00              6.5234E+00
  1225.0           6.5240E+00              6.5240E+00
  1226.0           6.5246E+00              6.5245E+00
  1227.0           6.5252E+00              6.5251E+00
  1228.0           6.5258E+00              6.5257E+00
  1229.0           6.5264E+00              6.5263E+00
  1230.0           6.5270E+00              6.5269E+00
  1231.0           6.5276E+00              6.5275E+00
  1232.0           6.5282E+00              6.5281E+00
  1233.0           6.5288E+00              6.5287E+00
  1234.0           6.5294E+00              6.5293E+00
  1235.0           6.5300E+00              6.5299E+00
  1236.0           6.5306E+00              6.5305E+00
  1237.0           6.5312E+00              6.5311E+00
  1238.0           6.5318E+00              6.5317E+00
  1239.0           6.5324E+00              6.5323E+00
  1240.0           6.5329E+00              6.5329E+00
  1241.0           6.5335E+00              6.5335E+00
  1242.0           6.5341E+00              6.5341E+00
  1243.0           6.5347E+00              6.5347E+00
  1244.0           6.5353E+00              6.5353E+00
  1245.0           6.5359E+00              6.5359E+00
  1246.0           6.5365E+00              6.5365E+00
  1247.0           6.5371E+00              6.5371E+00
  1248.0           6.5377E+00              6.5376E+00
  1249.0           6.5383E+00              6.5382E+00
  1250.0           6.5389E+00              6.5388E+00
  1251.0           6.5395E+00              6.5394E+00
  1252.0           6.5401E+00              6.5400E+00
  1253.0           6.5407E+00              6.5406E+00
  1254.0           6.5413E+00              6.5412E+00
  1255.0           6.5418E+00              6.5418E+00
  1256.0           6.5424E+00              6.5424E+00
  1257.0           6.5430E+00              6.5430E+00
  1258.0           6.5436E+00              6.5436E+00
  1259.0           6.5442E+00              6.5442E+00
  1260.0           6.5448E+00              6.5448E+00
  1261.0           6.5454E+00              6.5453E+00
  1262.0           6.5460E+00              6.5459E+00
  1263.0           6.5466E+00              6.5465E+00
  1264.0           6.5472E+00              6.5471E+00
  1265.0           6.5478E+00              6.5477E+00
  1266.0           6.5483E+00              6.5483E+00
  1267.0           6.5489E+00              6.5489E+00
  1268.0           6.5495E+00              6.5495E+00
  1269.0           6.5501E+00              6.5501E+00
  1270.0           6.5507E+00              6.5507E+00
  1271.0           6.5513E+00              6.5512E+00
  1272.0           6.5519E+00              6.5518E+00
  1273.0           6.5525E+00              6.5524E+00
  1274.0           6.5531E+00              6.5530E+00
  1275.0           6.5537E+00              6.5536E+00
  1276.0           6.5542E+00              6.5542E+00
  1277.0           6.5548E+00              6.5548E+00
  1278.0           6.5554E+00              6.5554E+00
  1279.0           6.5560E+00              6.5560E+00
  1280.0           6.5566E+00              6.5565E+00
  1281.0           6.5572E+00              6.5571E+00
  1282.0           6.5578E+00              6.5577E+00
  1283.0           6.5583E+00              6.5583E+00
  1284.0           6.5589E+00              6.5589E+00
  1285.0           6.5595E+00              6.5595E+00
  1286.0           6.5601E+00              6.5601E+00
  1287.0           6.5607E+00              6.5606E+00
  1288.0           6.5613E+00              6.5612E+00
  1289.0           6.5619E+00              6.5618E+00
  1290.0           6.5625E+00              6.5624E+00
  1291.0           6.5630E+00              6.5630E+00
  1292.0           6.5636E+00              6.5636E+00
  1293.0           6.5642E+00              6.5642E+00
  1294.0           6.5648E+00              6.5647E+00
  1295.0           6.5654E+00              6.5653E+00
  1296.0           6.5660E+00              6.5659E+00
  1297.0           6.5666E+00              6.5665E+00
  1298.0           6.5672E+00              6.5671E+00
  1299.0           6.5678E+00              6.5677E+00
