#ndep: 2897
#depth (km)    Vs_arithmetic (km/s)    Vs_geometric (km/s)
  1934.0           6.9053E+00              6.9053E+00
  1935.0           6.9058E+00              6.9058E+00
  1936.0           6.9063E+00              6.9063E+00
  1937.0           6.9068E+00              6.9067E+00
  1938.0           6.9073E+00              6.9072E+00
  1939.0           6.9078E+00              6.9077E+00
  1940.0           6.9083E+00              6.9082E+00
  1941.0           6.9087E+00              6.9087E+00
  1942.0           6.9092E+00              6.9092E+00
  1943.0           6.9097E+00              6.9097E+00
  1944.0           6.9102E+00              6.9101E+00
  1945.0           6.9107E+00              6.9106E+00
  1946.0           6.9112E+00              6.9111E+00
  1947.0           6.9117E+00              6.9116E+00
  1948.0           6.9121E+00              6.9121E+00
  1949.0           6.9126E+00              6.9126E+00
  1950.0           6.9131E+00              6.9130E+00
  1951.0           6.9136E+00              6.9135E+00
  1952.0           6.9141E+00              6.9140E+00
  1953.0           6.9146E+00              6.9145E+00
  1954.0           6.9150E+00              6.9150E+00
  1955.0           6.9155E+00              6.9155E+00
  1956.0           6.9160E+00              6.9159E+00
  1957.0           6.9165E+00              6.9164E+00
  1958.0           6.9170E+00              6.9169E+00
  1959.0           6.9175E+00              6.9174E+00
  1960.0           6.9179E+00              6.9179E+00
  1961.0           6.9184E+00              6.9184E+00
  1962.0           6.9189E+00              6.9188E+00
  1963.0           6.9194E+00              6.9193E+00
  1964.0           6.9199E+00              6.9198E+00
  1965.0           6.9203E+00              6.9203E+00
  1966.0           6.9208E+00              6.9208E+00
  1967.0           6.9213E+00              6.9213E+00
  1968.0           6.9218E+00              6.9217E+00
  1969.0           6.9223E+00              6.9222E+00
  1970.0           6.9228E+00              6.9227E+00
  1971.0           6.9232E+00              6.9232E+00
  1972.0           6.9237E+00              6.9237E+00
  1973.0           6.9242E+00              6.9241E+00
  1974.0           6.9247E+00              6.9246E+00
  1975.0           6.9252E+00              6.9251E+00
  1976.0           6.9256E+00              6.9256E+00
  1977.0           6.9261E+00              6.9261E+00
  1978.0           6.9266E+00              6.9265E+00
  1979.0           6.9271E+00              6.9270E+00
  1980.0           6.9276E+00              6.9275E+00
  1981.0           6.9280E+00              6.9280E+00
  1982.0           6.9285E+00              6.9285E+00
  1983.0           6.9290E+00              6.9289E+00
  1984.0           6.9295E+00              6.9294E+00
  1985.0           6.9300E+00              6.9299E+00
  1986.0           6.9304E+00              6.9304E+00
  1987.0           6.9309E+00              6.9309E+00
  1988.0           6.9314E+00              6.9313E+00
  1989.0           6.9319E+00              6.9318E+00
  1990.0           6.9324E+00              6.9323E+00
  1991.0           6.9328E+00              6.9328E+00
  1992.0           6.9333E+00              6.9333E+00
  1993.0           6.9338E+00              6.9337E+00
  1994.0           6.9343E+00              6.9342E+00
  1995.0           6.9348E+00              6.9347E+00
  1996.0           6.9352E+00              6.9352E+00
  1997.0           6.9357E+00              6.9356E+00
  1998.0           6.9362E+00              6.9361E+00
  1999.0           6.9367E+00              6.9366E+00
  2000.0           6.9371E+00              6.9371E+00
  2001.0           6.9376E+00              6.9376E+00
  2002.0           6.9381E+00              6.9380E+00
  2003.0           6.9386E+00              6.9385E+00
  2004.0           6.9390E+00              6.9390E+00
  2005.0           6.9395E+00              6.9395E+00
  2006.0           6.9400E+00              6.9399E+00
  2007.0           6.9405E+00              6.9404E+00
  2008.0           6.9410E+00              6.9409E+00
  2009.0           6.9414E+00              6.9414E+00
  2010.0           6.9419E+00              6.9418E+00
  2011.0           6.9424E+00              6.9423E+00
  2012.0           6.9429E+00              6.9428E+00
  2013.0           6.9433E+00              6.9433E+00
  2014.0           6.9438E+00              6.9437E+00
  2015.0           6.9443E+00              6.9442E+00
  2016.0           6.9448E+00              6.9447E+00
  2017.0           6.9452E+00              6.9452E+00
  2018.0           6.9457E+00              6.9456E+00
  2019.0           6.9462E+00              6.9461E+00
  2020.0           6.9467E+00              6.9466E+00
  2021.0           6.9471E+00              6.9471E+00
  2022.0           6.9476E+00              6.9475E+00
  2023.0           6.9481E+00              6.9480E+00
  2024.0           6.9486E+00              6.9485E+00
  2025.0           6.9490E+00              6.9490E+00
  2026.0           6.9495E+00              6.9494E+00
  2027.0           6.9500E+00              6.9499E+00
  2028.0           6.9505E+00              6.9504E+00
  2029.0           6.9509E+00              6.9509E+00
  2030.0           6.9514E+00              6.9513E+00
  2031.0           6.9519E+00              6.9518E+00
  2032.0           6.9524E+00              6.9523E+00
  2033.0           6.9528E+00              6.9528E+00
  2034.0           6.9533E+00              6.9532E+00
  2035.0           6.9538E+00              6.9537E+00
  2036.0           6.9542E+00              6.9542E+00
  2037.0           6.9547E+00              6.9547E+00
  2038.0           6.9552E+00              6.9551E+00
  2039.0           6.9557E+00              6.9556E+00
  2040.0           6.9561E+00              6.9561E+00
  2041.0           6.9566E+00              6.9565E+00
  2042.0           6.9571E+00              6.9570E+00
  2043.0           6.9576E+00              6.9575E+00
  2044.0           6.9580E+00              6.9580E+00
  2045.0           6.9585E+00              6.9584E+00
  2046.0           6.9590E+00              6.9589E+00
  2047.0           6.9594E+00              6.9594E+00
  2048.0           6.9599E+00              6.9598E+00
  2049.0           6.9604E+00              6.9603E+00
  2050.0           6.9609E+00              6.9608E+00
  2051.0           6.9613E+00              6.9613E+00
  2052.0           6.9618E+00              6.9617E+00
  2053.0           6.9623E+00              6.9622E+00
  2054.0           6.9627E+00              6.9627E+00
  2055.0           6.9632E+00              6.9631E+00
  2056.0           6.9637E+00              6.9636E+00
  2057.0           6.9641E+00              6.9641E+00
  2058.0           6.9646E+00              6.9645E+00
  2059.0           6.9651E+00              6.9650E+00
  2060.0           6.9656E+00              6.9655E+00
  2061.0           6.9660E+00              6.9660E+00
  2062.0           6.9665E+00              6.9664E+00
  2063.0           6.9670E+00              6.9669E+00
  2064.0           6.9674E+00              6.9674E+00
  2065.0           6.9679E+00              6.9678E+00
  2066.0           6.9684E+00              6.9683E+00
  2067.0           6.9688E+00              6.9688E+00
  2068.0           6.9693E+00              6.9692E+00
  2069.0           6.9698E+00              6.9697E+00
  2070.0           6.9703E+00              6.9702E+00
  2071.0           6.9707E+00              6.9707E+00
  2072.0           6.9712E+00              6.9711E+00
  2073.0           6.9717E+00              6.9716E+00
  2074.0           6.9721E+00              6.9721E+00
  2075.0           6.9726E+00              6.9725E+00
  2076.0           6.9731E+00              6.9730E+00
  2077.0           6.9735E+00              6.9735E+00
  2078.0           6.9740E+00              6.9739E+00
  2079.0           6.9745E+00              6.9744E+00
  2080.0           6.9749E+00              6.9749E+00
  2081.0           6.9754E+00              6.9753E+00
  2082.0           6.9759E+00              6.9758E+00
  2083.0           6.9763E+00              6.9763E+00
  2084.0           6.9768E+00              6.9767E+00
  2085.0           6.9773E+00              6.9772E+00
  2086.0           6.9777E+00              6.9777E+00
  2087.0           6.9782E+00              6.9781E+00
  2088.0           6.9787E+00              6.9786E+00
  2089.0           6.9791E+00              6.9791E+00
  2090.0           6.9796E+00              6.9795E+00
  2091.0           6.9801E+00              6.9800E+00
  2092.0           6.9805E+00              6.9805E+00
  2093.0           6.9810E+00              6.9809E+00
  2094.0           6.9815E+00              6.9814E+00
  2095.0           6.9819E+00              6.9819E+00
  2096.0           6.9824E+00              6.9823E+00
  2097.0           6.9829E+00              6.9828E+00
  2098.0           6.9833E+00              6.9833E+00
  2099.0           6.9838E+00              6.9837E+00
  2100.0           6.9843E+00              6.9842E+00
  2101.0           6.9847E+00              6.9847E+00
  2102.0           6.9852E+00              6.9851E+00
  2103.0           6.9857E+00              6.9856E+00
  2104.0           6.9861E+00              6.9861E+00
  2105.0           6.9866E+00              6.9865E+00
  2106.0           6.9871E+00              6.9870E+00
  2107.0           6.9875E+00              6.9874E+00
  2108.0           6.9880E+00              6.9879E+00
  2109.0           6.9884E+00              6.9884E+00
  2110.0           6.9889E+00              6.9888E+00
  2111.0           6.9894E+00              6.9893E+00
  2112.0           6.9898E+00              6.9898E+00
  2113.0           6.9903E+00              6.9902E+00
  2114.0           6.9908E+00              6.9907E+00
  2115.0           6.9912E+00              6.9912E+00
  2116.0           6.9917E+00              6.9916E+00
  2117.0           6.9922E+00              6.9921E+00
  2118.0           6.9926E+00              6.9925E+00
  2119.0           6.9931E+00              6.9930E+00
  2120.0           6.9935E+00              6.9935E+00
  2121.0           6.9940E+00              6.9939E+00
  2122.0           6.9945E+00              6.9944E+00
  2123.0           6.9949E+00              6.9949E+00
  2124.0           6.9954E+00              6.9953E+00
  2125.0           6.9959E+00              6.9958E+00
  2126.0           6.9963E+00              6.9962E+00
  2127.0           6.9968E+00              6.9967E+00
  2128.0           6.9972E+00              6.9972E+00
  2129.0           6.9977E+00              6.9976E+00
  2130.0           6.9982E+00              6.9981E+00
  2131.0           6.9986E+00              6.9986E+00
  2132.0           6.9991E+00              6.9990E+00
  2133.0           6.9996E+00              6.9995E+00
  2134.0           7.0000E+00              6.9999E+00
  2135.0           7.0005E+00              7.0004E+00
  2136.0           7.0009E+00              7.0009E+00
  2137.0           7.0014E+00              7.0013E+00
  2138.0           7.0019E+00              7.0018E+00
  2139.0           7.0023E+00              7.0022E+00
  2140.0           7.0028E+00              7.0027E+00
  2141.0           7.0032E+00              7.0032E+00
  2142.0           7.0037E+00              7.0036E+00
  2143.0           7.0042E+00              7.0041E+00
  2144.0           7.0046E+00              7.0045E+00
  2145.0           7.0051E+00              7.0050E+00
  2146.0           7.0055E+00              7.0055E+00
  2147.0           7.0060E+00              7.0059E+00
  2148.0           7.0065E+00              7.0064E+00
  2149.0           7.0069E+00              7.0068E+00
  2150.0           7.0074E+00              7.0073E+00
  2151.0           7.0078E+00              7.0078E+00
  2152.0           7.0083E+00              7.0082E+00
  2153.0           7.0088E+00              7.0087E+00
  2154.0           7.0092E+00              7.0091E+00
  2155.0           7.0097E+00              7.0096E+00
  2156.0           7.0101E+00              7.0101E+00
  2157.0           7.0106E+00              7.0105E+00
  2158.0           7.0110E+00              7.0110E+00
  2159.0           7.0115E+00              7.0114E+00
  2160.0           7.0120E+00              7.0119E+00
  2161.0           7.0124E+00              7.0123E+00
  2162.0           7.0129E+00              7.0128E+00
  2163.0           7.0133E+00              7.0133E+00
  2164.0           7.0138E+00              7.0137E+00
  2165.0           7.0143E+00              7.0142E+00
  2166.0           7.0147E+00              7.0146E+00
  2167.0           7.0152E+00              7.0151E+00
  2168.0           7.0156E+00              7.0155E+00
  2169.0           7.0161E+00              7.0160E+00
  2170.0           7.0165E+00              7.0165E+00
  2171.0           7.0170E+00              7.0169E+00
  2172.0           7.0175E+00              7.0174E+00
  2173.0           7.0179E+00              7.0178E+00
  2174.0           7.0184E+00              7.0183E+00
  2175.0           7.0188E+00              7.0187E+00
  2176.0           7.0193E+00              7.0192E+00
  2177.0           7.0197E+00              7.0197E+00
  2178.0           7.0202E+00              7.0201E+00
  2179.0           7.0206E+00              7.0206E+00
  2180.0           7.0211E+00              7.0210E+00
  2181.0           7.0216E+00              7.0215E+00
  2182.0           7.0220E+00              7.0219E+00
  2183.0           7.0225E+00              7.0224E+00
  2184.0           7.0229E+00              7.0228E+00
  2185.0           7.0234E+00              7.0233E+00
  2186.0           7.0238E+00              7.0237E+00
  2187.0           7.0243E+00              7.0242E+00
  2188.0           7.0247E+00              7.0247E+00
  2189.0           7.0252E+00              7.0251E+00
  2190.0           7.0256E+00              7.0256E+00
  2191.0           7.0261E+00              7.0260E+00
  2192.0           7.0266E+00              7.0265E+00
  2193.0           7.0270E+00              7.0269E+00
  2194.0           7.0275E+00              7.0274E+00
  2195.0           7.0279E+00              7.0278E+00
  2196.0           7.0284E+00              7.0283E+00
  2197.0           7.0288E+00              7.0287E+00
  2198.0           7.0293E+00              7.0292E+00
  2199.0           7.0297E+00              7.0296E+00
  2200.0           7.0302E+00              7.0301E+00
  2201.0           7.0306E+00              7.0306E+00
  2202.0           7.0311E+00              7.0310E+00
  2203.0           7.0315E+00              7.0315E+00
  2204.0           7.0320E+00              7.0319E+00
  2205.0           7.0324E+00              7.0324E+00
  2206.0           7.0329E+00              7.0328E+00
  2207.0           7.0334E+00              7.0333E+00
  2208.0           7.0338E+00              7.0337E+00
  2209.0           7.0343E+00              7.0342E+00
  2210.0           7.0347E+00              7.0346E+00
  2211.0           7.0352E+00              7.0351E+00
  2212.0           7.0356E+00              7.0355E+00
  2213.0           7.0361E+00              7.0360E+00
  2214.0           7.0365E+00              7.0364E+00
  2215.0           7.0370E+00              7.0369E+00
  2216.0           7.0374E+00              7.0373E+00
  2217.0           7.0379E+00              7.0378E+00
  2218.0           7.0383E+00              7.0382E+00
  2219.0           7.0388E+00              7.0387E+00
  2220.0           7.0392E+00              7.0391E+00
  2221.0           7.0397E+00              7.0396E+00
  2222.0           7.0401E+00              7.0400E+00
  2223.0           7.0406E+00              7.0405E+00
  2224.0           7.0410E+00              7.0409E+00
  2225.0           7.0415E+00              7.0414E+00
  2226.0           7.0419E+00              7.0418E+00
  2227.0           7.0424E+00              7.0423E+00
  2228.0           7.0428E+00              7.0427E+00
  2229.0           7.0433E+00              7.0432E+00
  2230.0           7.0437E+00              7.0436E+00
  2231.0           7.0442E+00              7.0441E+00
  2232.0           7.0446E+00              7.0445E+00
  2233.0           7.0451E+00              7.0450E+00
  2234.0           7.0455E+00              7.0454E+00
  2235.0           7.0460E+00              7.0459E+00
  2236.0           7.0464E+00              7.0463E+00
  2237.0           7.0469E+00              7.0468E+00
  2238.0           7.0473E+00              7.0472E+00
  2239.0           7.0478E+00              7.0477E+00
  2240.0           7.0482E+00              7.0481E+00
  2241.0           7.0487E+00              7.0486E+00
  2242.0           7.0491E+00              7.0490E+00
  2243.0           7.0496E+00              7.0495E+00
  2244.0           7.0500E+00              7.0499E+00
  2245.0           7.0505E+00              7.0504E+00
  2246.0           7.0509E+00              7.0508E+00
  2247.0           7.0514E+00              7.0513E+00
  2248.0           7.0518E+00              7.0517E+00
  2249.0           7.0523E+00              7.0522E+00
  2250.0           7.0527E+00              7.0526E+00
  2251.0           7.0531E+00              7.0531E+00
  2252.0           7.0536E+00              7.0535E+00
  2253.0           7.0540E+00              7.0540E+00
  2254.0           7.0545E+00              7.0544E+00
  2255.0           7.0549E+00              7.0548E+00
  2256.0           7.0554E+00              7.0553E+00
  2257.0           7.0558E+00              7.0557E+00
  2258.0           7.0563E+00              7.0562E+00
  2259.0           7.0567E+00              7.0566E+00
  2260.0           7.0572E+00              7.0571E+00
  2261.0           7.0576E+00              7.0575E+00
  2262.0           7.0581E+00              7.0580E+00
  2263.0           7.0585E+00              7.0584E+00
  2264.0           7.0590E+00              7.0589E+00
  2265.0           7.0594E+00              7.0593E+00
  2266.0           7.0598E+00              7.0598E+00
  2267.0           7.0603E+00              7.0602E+00
  2268.0           7.0607E+00              7.0606E+00
  2269.0           7.0612E+00              7.0611E+00
  2270.0           7.0616E+00              7.0615E+00
  2271.0           7.0621E+00              7.0620E+00
  2272.0           7.0625E+00              7.0624E+00
  2273.0           7.0630E+00              7.0629E+00
  2274.0           7.0634E+00              7.0633E+00
  2275.0           7.0638E+00              7.0638E+00
  2276.0           7.0643E+00              7.0642E+00
  2277.0           7.0647E+00              7.0646E+00
  2278.0           7.0652E+00              7.0651E+00
  2279.0           7.0656E+00              7.0655E+00
  2280.0           7.0661E+00              7.0660E+00
  2281.0           7.0665E+00              7.0664E+00
  2282.0           7.0670E+00              7.0669E+00
  2283.0           7.0674E+00              7.0673E+00
  2284.0           7.0678E+00              7.0678E+00
  2285.0           7.0683E+00              7.0682E+00
  2286.0           7.0687E+00              7.0686E+00
  2287.0           7.0692E+00              7.0691E+00
  2288.0           7.0696E+00              7.0695E+00
  2289.0           7.0701E+00              7.0700E+00
  2290.0           7.0705E+00              7.0704E+00
  2291.0           7.0709E+00              7.0709E+00
  2292.0           7.0714E+00              7.0713E+00
  2293.0           7.0718E+00              7.0717E+00
  2294.0           7.0723E+00              7.0722E+00
  2295.0           7.0727E+00              7.0726E+00
  2296.0           7.0732E+00              7.0731E+00
  2297.0           7.0736E+00              7.0735E+00
  2298.0           7.0740E+00              7.0739E+00
  2299.0           7.0745E+00              7.0744E+00
  2300.0           7.0749E+00              7.0748E+00
  2301.0           7.0754E+00              7.0753E+00
  2302.0           7.0758E+00              7.0757E+00
  2303.0           7.0762E+00              7.0762E+00
  2304.0           7.0767E+00              7.0766E+00
  2305.0           7.0771E+00              7.0770E+00
  2306.0           7.0776E+00              7.0775E+00
  2307.0           7.0780E+00              7.0779E+00
  2308.0           7.0785E+00              7.0784E+00
  2309.0           7.0789E+00              7.0788E+00
  2310.0           7.0793E+00              7.0792E+00
  2311.0           7.0798E+00              7.0797E+00
  2312.0           7.0802E+00              7.0801E+00
  2313.0           7.0807E+00              7.0806E+00
  2314.0           7.0811E+00              7.0810E+00
  2315.0           7.0815E+00              7.0814E+00
  2316.0           7.0820E+00              7.0819E+00
  2317.0           7.0824E+00              7.0823E+00
  2318.0           7.0829E+00              7.0828E+00
  2319.0           7.0833E+00              7.0832E+00
  2320.0           7.0837E+00              7.0836E+00
  2321.0           7.0842E+00              7.0841E+00
  2322.0           7.0846E+00              7.0845E+00
  2323.0           7.0851E+00              7.0850E+00
  2324.0           7.0855E+00              7.0854E+00
  2325.0           7.0859E+00              7.0858E+00
  2326.0           7.0864E+00              7.0863E+00
  2327.0           7.0868E+00              7.0867E+00
  2328.0           7.0872E+00              7.0872E+00
  2329.0           7.0877E+00              7.0876E+00
  2330.0           7.0881E+00              7.0880E+00
  2331.0           7.0886E+00              7.0885E+00
  2332.0           7.0890E+00              7.0889E+00
  2333.0           7.0894E+00              7.0893E+00
  2334.0           7.0899E+00              7.0898E+00
  2335.0           7.0903E+00              7.0902E+00
  2336.0           7.0908E+00              7.0907E+00
  2337.0           7.0912E+00              7.0911E+00
  2338.0           7.0916E+00              7.0915E+00
  2339.0           7.0921E+00              7.0920E+00
  2340.0           7.0925E+00              7.0924E+00
  2341.0           7.0929E+00              7.0929E+00
  2342.0           7.0934E+00              7.0933E+00
  2343.0           7.0938E+00              7.0937E+00
  2344.0           7.0943E+00              7.0942E+00
  2345.0           7.0947E+00              7.0946E+00
  2346.0           7.0951E+00              7.0950E+00
  2347.0           7.0956E+00              7.0955E+00
  2348.0           7.0960E+00              7.0959E+00
  2349.0           7.0964E+00              7.0963E+00
  2350.0           7.0969E+00              7.0968E+00
  2351.0           7.0973E+00              7.0972E+00
  2352.0           7.0978E+00              7.0977E+00
  2353.0           7.0982E+00              7.0981E+00
  2354.0           7.0986E+00              7.0985E+00
  2355.0           7.0991E+00              7.0990E+00
  2356.0           7.0995E+00              7.0994E+00
  2357.0           7.0999E+00              7.0998E+00
  2358.0           7.1004E+00              7.1003E+00
  2359.0           7.1008E+00              7.1007E+00
  2360.0           7.1013E+00              7.1012E+00
  2361.0           7.1017E+00              7.1016E+00
  2362.0           7.1021E+00              7.1020E+00
  2363.0           7.1026E+00              7.1025E+00
  2364.0           7.1030E+00              7.1029E+00
  2365.0           7.1034E+00              7.1033E+00
  2366.0           7.1039E+00              7.1038E+00
  2367.0           7.1043E+00              7.1042E+00
  2368.0           7.1047E+00              7.1046E+00
  2369.0           7.1052E+00              7.1051E+00
  2370.0           7.1056E+00              7.1055E+00
  2371.0           7.1061E+00              7.1060E+00
  2372.0           7.1065E+00              7.1064E+00
  2373.0           7.1069E+00              7.1068E+00
  2374.0           7.1074E+00              7.1073E+00
  2375.0           7.1078E+00              7.1077E+00
  2376.0           7.1082E+00              7.1081E+00
  2377.0           7.1087E+00              7.1086E+00
  2378.0           7.1091E+00              7.1090E+00
  2379.0           7.1096E+00              7.1095E+00
  2380.0           7.1100E+00              7.1099E+00
  2381.0           7.1104E+00              7.1103E+00
  2382.0           7.1109E+00              7.1108E+00
  2383.0           7.1113E+00              7.1112E+00
  2384.0           7.1117E+00              7.1116E+00
  2385.0           7.1122E+00              7.1121E+00
  2386.0           7.1126E+00              7.1125E+00
  2387.0           7.1131E+00              7.1129E+00
  2388.0           7.1135E+00              7.1134E+00
  2389.0           7.1139E+00              7.1138E+00
  2390.0           7.1144E+00              7.1143E+00
  2391.0           7.1148E+00              7.1147E+00
  2392.0           7.1152E+00              7.1151E+00
  2393.0           7.1157E+00              7.1156E+00
  2394.0           7.1161E+00              7.1160E+00
  2395.0           7.1166E+00              7.1164E+00
  2396.0           7.1170E+00              7.1169E+00
  2397.0           7.1174E+00              7.1173E+00
  2398.0           7.1179E+00              7.1178E+00
  2399.0           7.1183E+00              7.1182E+00
  2400.0           7.1187E+00              7.1186E+00
  2401.0           7.1192E+00              7.1191E+00
  2402.0           7.1196E+00              7.1195E+00
  2403.0           7.1201E+00              7.1200E+00
  2404.0           7.1205E+00              7.1204E+00
  2405.0           7.1209E+00              7.1208E+00
  2406.0           7.1214E+00              7.1213E+00
  2407.0           7.1218E+00              7.1217E+00
  2408.0           7.1223E+00              7.1221E+00
  2409.0           7.1227E+00              7.1226E+00
  2410.0           7.1231E+00              7.1230E+00
  2411.0           7.1236E+00              7.1235E+00
  2412.0           7.1240E+00              7.1239E+00
  2413.0           7.1245E+00              7.1243E+00
  2414.0           7.1249E+00              7.1248E+00
  2415.0           7.1253E+00              7.1252E+00
  2416.0           7.1258E+00              7.1257E+00
  2417.0           7.1262E+00              7.1261E+00
  2418.0           7.1267E+00              7.1265E+00
  2419.0           7.1271E+00              7.1270E+00
  2420.0           7.1275E+00              7.1274E+00
  2421.0           7.1280E+00              7.1279E+00
  2422.0           7.1284E+00              7.1283E+00
  2423.0           7.1289E+00              7.1287E+00
  2424.0           7.1293E+00              7.1292E+00
  2425.0           7.1297E+00              7.1296E+00
  2426.0           7.1302E+00              7.1301E+00
  2427.0           7.1306E+00              7.1305E+00
  2428.0           7.1311E+00              7.1309E+00
  2429.0           7.1315E+00              7.1314E+00
  2430.0           7.1319E+00              7.1318E+00
  2431.0           7.1324E+00              7.1323E+00
  2432.0           7.1328E+00              7.1327E+00
  2433.0           7.1333E+00              7.1332E+00
  2434.0           7.1337E+00              7.1336E+00
  2435.0           7.1342E+00              7.1340E+00
  2436.0           7.1346E+00              7.1345E+00
  2437.0           7.1350E+00              7.1349E+00
  2438.0           7.1355E+00              7.1354E+00
  2439.0           7.1359E+00              7.1358E+00
  2440.0           7.1364E+00              7.1363E+00
  2441.0           7.1368E+00              7.1367E+00
  2442.0           7.1373E+00              7.1371E+00
  2443.0           7.1377E+00              7.1376E+00
  2444.0           7.1382E+00              7.1380E+00
  2445.0           7.1386E+00              7.1385E+00
  2446.0           7.1390E+00              7.1389E+00
  2447.0           7.1395E+00              7.1394E+00
  2448.0           7.1399E+00              7.1398E+00
  2449.0           7.1404E+00              7.1403E+00
  2450.0           7.1408E+00              7.1407E+00
  2451.0           7.1413E+00              7.1411E+00
  2452.0           7.1417E+00              7.1416E+00
  2453.0           7.1422E+00              7.1420E+00
  2454.0           7.1426E+00              7.1425E+00
  2455.0           7.1431E+00              7.1429E+00
  2456.0           7.1435E+00              7.1434E+00
  2457.0           7.1440E+00              7.1438E+00
  2458.0           7.1444E+00              7.1443E+00
  2459.0           7.1448E+00              7.1447E+00
  2460.0           7.1453E+00              7.1452E+00
  2461.0           7.1457E+00              7.1456E+00
  2462.0           7.1462E+00              7.1461E+00
  2463.0           7.1466E+00              7.1465E+00
  2464.0           7.1471E+00              7.1470E+00
  2465.0           7.1475E+00              7.1474E+00
  2466.0           7.1480E+00              7.1479E+00
  2467.0           7.1484E+00              7.1483E+00
  2468.0           7.1489E+00              7.1488E+00
  2469.0           7.1493E+00              7.1492E+00
  2470.0           7.1498E+00              7.1497E+00
  2471.0           7.1502E+00              7.1501E+00
  2472.0           7.1507E+00              7.1506E+00
  2473.0           7.1511E+00              7.1510E+00
  2474.0           7.1516E+00              7.1515E+00
  2475.0           7.1520E+00              7.1519E+00
  2476.0           7.1525E+00              7.1524E+00
  2477.0           7.1530E+00              7.1528E+00
  2478.0           7.1534E+00              7.1533E+00
  2479.0           7.1539E+00              7.1537E+00
  2480.0           7.1543E+00              7.1542E+00
  2481.0           7.1548E+00              7.1546E+00
  2482.0           7.1552E+00              7.1551E+00
  2483.0           7.1557E+00              7.1555E+00
  2484.0           7.1561E+00              7.1560E+00
  2485.0           7.1566E+00              7.1565E+00
  2486.0           7.1570E+00              7.1569E+00
  2487.0           7.1575E+00              7.1574E+00
  2488.0           7.1580E+00              7.1578E+00
  2489.0           7.1584E+00              7.1583E+00
  2490.0           7.1589E+00              7.1587E+00
  2491.0           7.1593E+00              7.1592E+00
  2492.0           7.1598E+00              7.1596E+00
  2493.0           7.1602E+00              7.1601E+00
  2494.0           7.1607E+00              7.1606E+00
  2495.0           7.1611E+00              7.1610E+00
  2496.0           7.1616E+00              7.1615E+00
  2497.0           7.1621E+00              7.1619E+00
  2498.0           7.1625E+00              7.1624E+00
  2499.0           7.1630E+00              7.1628E+00
  2500.0           7.1634E+00              7.1633E+00
  2501.0           7.1639E+00              7.1638E+00
  2502.0           7.1644E+00              7.1642E+00
  2503.0           7.1648E+00              7.1647E+00
  2504.0           7.1653E+00              7.1651E+00
  2505.0           7.1657E+00              7.1656E+00
  2506.0           7.1662E+00              7.1661E+00
  2507.0           7.1667E+00              7.1665E+00
  2508.0           7.1671E+00              7.1670E+00
  2509.0           7.1676E+00              7.1674E+00
  2510.0           7.1681E+00              7.1679E+00
  2511.0           7.1685E+00              7.1684E+00
  2512.0           7.1690E+00              7.1688E+00
  2513.0           7.1694E+00              7.1693E+00
  2514.0           7.1699E+00              7.1698E+00
  2515.0           7.1704E+00              7.1702E+00
  2516.0           7.1708E+00              7.1707E+00
  2517.0           7.1713E+00              7.1712E+00
  2518.0           7.1718E+00              7.1716E+00
  2519.0           7.1722E+00              7.1721E+00
  2520.0           7.1727E+00              7.1726E+00
  2521.0           7.1732E+00              7.1730E+00
  2522.0           7.1736E+00              7.1735E+00
  2523.0           7.1741E+00              7.1740E+00
  2524.0           7.1746E+00              7.1744E+00
  2525.0           7.1750E+00              7.1749E+00
  2526.0           7.1755E+00              7.1754E+00
  2527.0           7.1760E+00              7.1758E+00
  2528.0           7.1765E+00              7.1763E+00
  2529.0           7.1769E+00              7.1768E+00
  2530.0           7.1774E+00              7.1772E+00
  2531.0           7.1779E+00              7.1777E+00
  2532.0           7.1783E+00              7.1782E+00
  2533.0           7.1788E+00              7.1787E+00
  2534.0           7.1793E+00              7.1791E+00
  2535.0           7.1798E+00              7.1796E+00
  2536.0           7.1802E+00              7.1801E+00
  2537.0           7.1807E+00              7.1806E+00
  2538.0           7.1812E+00              7.1810E+00
  2539.0           7.1817E+00              7.1815E+00
  2540.0           7.1821E+00              7.1820E+00
  2541.0           7.1826E+00              7.1825E+00
  2542.0           7.1831E+00              7.1829E+00
  2543.0           7.1836E+00              7.1834E+00
  2544.0           7.1840E+00              7.1839E+00
  2545.0           7.1845E+00              7.1844E+00
  2546.0           7.1850E+00              7.1848E+00
  2547.0           7.1855E+00              7.1853E+00
  2548.0           7.1860E+00              7.1858E+00
  2549.0           7.1864E+00              7.1863E+00
  2550.0           7.1869E+00              7.1868E+00
  2551.0           7.1874E+00              7.1872E+00
  2552.0           7.1879E+00              7.1877E+00
  2553.0           7.1884E+00              7.1882E+00
  2554.0           7.1888E+00              7.1887E+00
  2555.0           7.1893E+00              7.1892E+00
  2556.0           7.1898E+00              7.1896E+00
  2557.0           7.1903E+00              7.1901E+00
  2558.0           7.1908E+00              7.1906E+00
  2559.0           7.1913E+00              7.1911E+00
  2560.0           7.1917E+00              7.1916E+00
  2561.0           7.1922E+00              7.1921E+00
  2562.0           7.1927E+00              7.1925E+00
  2563.0           7.1932E+00              7.1930E+00
  2564.0           7.1937E+00              7.1935E+00
  2565.0           7.1942E+00              7.1940E+00
  2566.0           7.1947E+00              7.1945E+00
  2567.0           7.1951E+00              7.1950E+00
