#ndepth Nmax: 2812 20
#depth (km) N0 N1 N2 N3 N4 N5 N6 N7 N8 N9 N10 N11 N12 N13 N14 N15 N16 N17 N18 N19 N20 
    80   2.479438E+02 4.086321E-03 4.355949E-03 1.796593E-03 2.243105E-03 4.170550E-03 1.472795E-03 8.418406E-04 5.140716E-04 4.811185E-04 1.959683E-04 3.101926E-04 2.495122E-04 1.898806E-04 1.750640E-04 1.341238E-04 1.107499E-04 6.512706E-05 3.730316E-05 2.140754E-05 1.133842E-05 
    81   2.477965E+02 4.335477E-03 4.216500E-03 1.786928E-03 2.277681E-03 4.175970E-03 1.462577E-03 8.478041E-04 5.008955E-04 4.701832E-04 1.915978E-04 3.043032E-04 2.459711E-04 1.869416E-04 1.704613E-04 1.310362E-04 1.067246E-04 6.282725E-05 3.593960E-05 2.076711E-05 1.088731E-05 
    82   2.476532E+02 4.587265E-03 4.087401E-03 1.779290E-03 2.311718E-03 4.180929E-03 1.452559E-03 8.536381E-04 4.882932E-04 4.596463E-04 1.874196E-04 2.986627E-04 2.425439E-04 1.840923E-04 1.660197E-04 1.280535E-04 1.028620E-04 6.062078E-05 3.464584E-05 2.015028E-05 1.045725E-05 
    83   2.475138E+02 4.841009E-03 3.968206E-03 1.773529E-03 2.345163E-03 4.185401E-03 1.442727E-03 8.593305E-04 4.762436E-04 4.494934E-04 1.834263E-04 2.932607E-04 2.392257E-04 1.813298E-04 1.617342E-04 1.251721E-04 9.915685E-05 5.850462E-05 3.341906E-05 1.955629E-05 1.004748E-05 
    84   2.473784E+02 5.096063E-03 3.858480E-03 1.769504E-03 2.377968E-03 4.189359E-03 1.433070E-03 8.648700E-04 4.647259E-04 4.397105E-04 1.796108E-04 2.880875E-04 2.360118E-04 1.786511E-04 1.575998E-04 1.223883E-04 9.560389E-05 5.647582E-05 3.225651E-05 1.898437E-05 9.657300E-06 
    85   2.472468E+02 5.351810E-03 3.757802E-03 1.767077E-03 2.410084E-03 4.192779E-03 1.423573E-03 8.702458E-04 4.537201E-04 4.302840E-04 1.759661E-04 2.831335E-04 2.328977E-04 1.760531E-04 1.536117E-04 1.196985E-04 9.219813E-05 5.453151E-05 3.115554E-05 1.843378E-05 9.285995E-06 
    86   2.471191E+02 5.607660E-03 3.665758E-03 1.766118E-03 2.441470E-03 4.195639E-03 1.414227E-03 8.754479E-04 4.432066E-04 4.212009E-04 1.724854E-04 2.783895E-04 2.298790E-04 1.735331E-04 1.497655E-04 1.170995E-04 8.893466E-05 5.266887E-05 3.011355E-05 1.790379E-05 8.932889E-06 
    87   2.469953E+02 5.863052E-03 3.581950E-03 1.766500E-03 2.472084E-03 4.197917E-03 1.405019E-03 8.804669E-04 4.331665E-04 4.124484E-04 1.691621E-04 2.738465E-04 2.269516E-04 1.710883E-04 1.460566E-04 1.145879E-04 8.580871E-05 5.088520E-05 2.912805E-05 1.739372E-05 8.597316E-06 
    88   2.468752E+02 6.117453E-03 3.505988E-03 1.768103E-03 2.501887E-03 4.199594E-03 1.395939E-03 8.852940E-04 4.235813E-04 4.040142E-04 1.659899E-04 2.694958E-04 2.241114E-04 1.687160E-04 1.424807E-04 1.121606E-04 8.281564E-05 4.917783E-05 2.819659E-05 1.690287E-05 8.278631E-06 
    89   2.467590E+02 6.370355E-03 3.437494E-03 1.770811E-03 2.530844E-03 4.200652E-03 1.386977E-03 8.899212E-04 4.144332E-04 3.958864E-04 1.629626E-04 2.653290E-04 2.213545E-04 1.664136E-04 1.390334E-04 1.098144E-04 7.995092E-05 4.754419E-05 2.731684E-05 1.643060E-05 7.976204E-06 
