#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
  1294.0           4.7475E+00              4.7475E+00
  1295.0           4.7480E+00              4.7480E+00
  1296.0           4.7486E+00              4.7486E+00
  1297.0           4.7491E+00              4.7491E+00
  1298.0           4.7497E+00              4.7497E+00
  1299.0           4.7502E+00              4.7502E+00
  1300.0           4.7508E+00              4.7508E+00
  1301.0           4.7513E+00              4.7513E+00
  1302.0           4.7519E+00              4.7519E+00
  1303.0           4.7524E+00              4.7524E+00
  1304.0           4.7530E+00              4.7530E+00
  1305.0           4.7536E+00              4.7536E+00
  1306.0           4.7541E+00              4.7541E+00
  1307.0           4.7547E+00              4.7547E+00
  1308.0           4.7552E+00              4.7552E+00
  1309.0           4.7558E+00              4.7558E+00
  1310.0           4.7563E+00              4.7563E+00
  1311.0           4.7569E+00              4.7569E+00
  1312.0           4.7574E+00              4.7574E+00
  1313.0           4.7580E+00              4.7580E+00
  1314.0           4.7585E+00              4.7585E+00
  1315.0           4.7591E+00              4.7591E+00
  1316.0           4.7596E+00              4.7596E+00
  1317.0           4.7602E+00              4.7602E+00
  1318.0           4.7608E+00              4.7608E+00
  1319.0           4.7613E+00              4.7613E+00
  1320.0           4.7619E+00              4.7619E+00
  1321.0           4.7624E+00              4.7624E+00
  1322.0           4.7630E+00              4.7630E+00
  1323.0           4.7635E+00              4.7635E+00
  1324.0           4.7641E+00              4.7641E+00
  1325.0           4.7646E+00              4.7646E+00
  1326.0           4.7652E+00              4.7652E+00
  1327.0           4.7657E+00              4.7657E+00
  1328.0           4.7663E+00              4.7663E+00
  1329.0           4.7668E+00              4.7668E+00
  1330.0           4.7674E+00              4.7674E+00
  1331.0           4.7679E+00              4.7679E+00
  1332.0           4.7685E+00              4.7685E+00
  1333.0           4.7690E+00              4.7690E+00
  1334.0           4.7696E+00              4.7696E+00
  1335.0           4.7701E+00              4.7701E+00
  1336.0           4.7707E+00              4.7707E+00
  1337.0           4.7712E+00              4.7712E+00
  1338.0           4.7718E+00              4.7718E+00
  1339.0           4.7723E+00              4.7723E+00
  1340.0           4.7729E+00              4.7729E+00
  1341.0           4.7734E+00              4.7734E+00
  1342.0           4.7740E+00              4.7740E+00
  1343.0           4.7745E+00              4.7745E+00
  1344.0           4.7751E+00              4.7751E+00
  1345.0           4.7756E+00              4.7756E+00
  1346.0           4.7762E+00              4.7762E+00
  1347.0           4.7767E+00              4.7767E+00
  1348.0           4.7773E+00              4.7773E+00
  1349.0           4.7778E+00              4.7778E+00
  1350.0           4.7784E+00              4.7784E+00
  1351.0           4.7789E+00              4.7789E+00
  1352.0           4.7795E+00              4.7795E+00
  1353.0           4.7800E+00              4.7800E+00
  1354.0           4.7806E+00              4.7806E+00
  1355.0           4.7811E+00              4.7811E+00
  1356.0           4.7817E+00              4.7817E+00
  1357.0           4.7822E+00              4.7822E+00
  1358.0           4.7828E+00              4.7828E+00
  1359.0           4.7833E+00              4.7833E+00
  1360.0           4.7839E+00              4.7839E+00
  1361.0           4.7844E+00              4.7844E+00
  1362.0           4.7850E+00              4.7850E+00
  1363.0           4.7855E+00              4.7855E+00
  1364.0           4.7860E+00              4.7860E+00
  1365.0           4.7866E+00              4.7866E+00
  1366.0           4.7871E+00              4.7871E+00
  1367.0           4.7877E+00              4.7877E+00
  1368.0           4.7882E+00              4.7882E+00
  1369.0           4.7888E+00              4.7888E+00
  1370.0           4.7893E+00              4.7893E+00
  1371.0           4.7899E+00              4.7899E+00
  1372.0           4.7904E+00              4.7904E+00
  1373.0           4.7910E+00              4.7910E+00
  1374.0           4.7915E+00              4.7915E+00
  1375.0           4.7921E+00              4.7921E+00
  1376.0           4.7926E+00              4.7926E+00
  1377.0           4.7932E+00              4.7932E+00
  1378.0           4.7937E+00              4.7937E+00
  1379.0           4.7943E+00              4.7943E+00
  1380.0           4.7948E+00              4.7948E+00
  1381.0           4.7953E+00              4.7953E+00
  1382.0           4.7959E+00              4.7959E+00
  1383.0           4.7964E+00              4.7964E+00
  1384.0           4.7970E+00              4.7970E+00
  1385.0           4.7975E+00              4.7975E+00
  1386.0           4.7981E+00              4.7981E+00
  1387.0           4.7986E+00              4.7986E+00
  1388.0           4.7992E+00              4.7992E+00
  1389.0           4.7997E+00              4.7997E+00
  1390.0           4.8002E+00              4.8002E+00
  1391.0           4.8008E+00              4.8008E+00
  1392.0           4.8013E+00              4.8013E+00
  1393.0           4.8019E+00              4.8019E+00
  1394.0           4.8024E+00              4.8024E+00
  1395.0           4.8030E+00              4.8030E+00
  1396.0           4.8035E+00              4.8035E+00
  1397.0           4.8041E+00              4.8041E+00
  1398.0           4.8046E+00              4.8046E+00
  1399.0           4.8052E+00              4.8052E+00
  1400.0           4.8057E+00              4.8057E+00
  1401.0           4.8062E+00              4.8062E+00
  1402.0           4.8068E+00              4.8068E+00
  1403.0           4.8073E+00              4.8073E+00
  1404.0           4.8079E+00              4.8079E+00
  1405.0           4.8084E+00              4.8084E+00
  1406.0           4.8090E+00              4.8090E+00
  1407.0           4.8095E+00              4.8095E+00
  1408.0           4.8101E+00              4.8101E+00
  1409.0           4.8106E+00              4.8106E+00
  1410.0           4.8111E+00              4.8111E+00
  1411.0           4.8117E+00              4.8117E+00
  1412.0           4.8122E+00              4.8122E+00
  1413.0           4.8128E+00              4.8128E+00
  1414.0           4.8133E+00              4.8133E+00
  1415.0           4.8138E+00              4.8138E+00
  1416.0           4.8144E+00              4.8144E+00
  1417.0           4.8149E+00              4.8149E+00
  1418.0           4.8155E+00              4.8155E+00
  1419.0           4.8160E+00              4.8160E+00
  1420.0           4.8166E+00              4.8166E+00
  1421.0           4.8171E+00              4.8171E+00
  1422.0           4.8176E+00              4.8176E+00
  1423.0           4.8182E+00              4.8182E+00
  1424.0           4.8187E+00              4.8187E+00
  1425.0           4.8193E+00              4.8193E+00
  1426.0           4.8198E+00              4.8198E+00
  1427.0           4.8203E+00              4.8203E+00
  1428.0           4.8209E+00              4.8209E+00
  1429.0           4.8214E+00              4.8214E+00
  1430.0           4.8220E+00              4.8220E+00
  1431.0           4.8225E+00              4.8225E+00
  1432.0           4.8231E+00              4.8231E+00
  1433.0           4.8236E+00              4.8236E+00
  1434.0           4.8241E+00              4.8241E+00
  1435.0           4.8247E+00              4.8247E+00
  1436.0           4.8252E+00              4.8252E+00
  1437.0           4.8258E+00              4.8258E+00
  1438.0           4.8263E+00              4.8263E+00
  1439.0           4.8268E+00              4.8268E+00
  1440.0           4.8274E+00              4.8274E+00
  1441.0           4.8279E+00              4.8279E+00
  1442.0           4.8285E+00              4.8285E+00
  1443.0           4.8290E+00              4.8290E+00
  1444.0           4.8295E+00              4.8295E+00
  1445.0           4.8301E+00              4.8301E+00
  1446.0           4.8306E+00              4.8306E+00
  1447.0           4.8312E+00              4.8312E+00
  1448.0           4.8317E+00              4.8317E+00
  1449.0           4.8322E+00              4.8322E+00
  1450.0           4.8328E+00              4.8328E+00
  1451.0           4.8333E+00              4.8333E+00
  1452.0           4.8339E+00              4.8339E+00
  1453.0           4.8344E+00              4.8344E+00
  1454.0           4.8349E+00              4.8349E+00
  1455.0           4.8355E+00              4.8355E+00
  1456.0           4.8360E+00              4.8360E+00
  1457.0           4.8366E+00              4.8366E+00
  1458.0           4.8371E+00              4.8371E+00
  1459.0           4.8376E+00              4.8376E+00
  1460.0           4.8382E+00              4.8382E+00
  1461.0           4.8387E+00              4.8387E+00
  1462.0           4.8392E+00              4.8392E+00
  1463.0           4.8398E+00              4.8398E+00
  1464.0           4.8403E+00              4.8403E+00
  1465.0           4.8409E+00              4.8409E+00
  1466.0           4.8414E+00              4.8414E+00
  1467.0           4.8419E+00              4.8419E+00
  1468.0           4.8425E+00              4.8425E+00
  1469.0           4.8430E+00              4.8430E+00
  1470.0           4.8436E+00              4.8436E+00
  1471.0           4.8441E+00              4.8441E+00
  1472.0           4.8446E+00              4.8446E+00
  1473.0           4.8452E+00              4.8452E+00
  1474.0           4.8457E+00              4.8457E+00
  1475.0           4.8462E+00              4.8462E+00
  1476.0           4.8468E+00              4.8468E+00
  1477.0           4.8473E+00              4.8473E+00
  1478.0           4.8479E+00              4.8479E+00
  1479.0           4.8484E+00              4.8484E+00
  1480.0           4.8489E+00              4.8489E+00
  1481.0           4.8495E+00              4.8495E+00
  1482.0           4.8500E+00              4.8500E+00
  1483.0           4.8505E+00              4.8505E+00
  1484.0           4.8511E+00              4.8511E+00
  1485.0           4.8516E+00              4.8516E+00
  1486.0           4.8522E+00              4.8522E+00
  1487.0           4.8527E+00              4.8527E+00
  1488.0           4.8532E+00              4.8532E+00
  1489.0           4.8538E+00              4.8538E+00
  1490.0           4.8543E+00              4.8543E+00
  1491.0           4.8548E+00              4.8548E+00
  1492.0           4.8554E+00              4.8554E+00
  1493.0           4.8559E+00              4.8559E+00
  1494.0           4.8564E+00              4.8564E+00
  1495.0           4.8570E+00              4.8570E+00
  1496.0           4.8575E+00              4.8575E+00
  1497.0           4.8581E+00              4.8581E+00
  1498.0           4.8586E+00              4.8586E+00
  1499.0           4.8591E+00              4.8591E+00
  1500.0           4.8597E+00              4.8597E+00
  1501.0           4.8602E+00              4.8602E+00
  1502.0           4.8607E+00              4.8607E+00
  1503.0           4.8613E+00              4.8613E+00
  1504.0           4.8618E+00              4.8618E+00
  1505.0           4.8623E+00              4.8623E+00
  1506.0           4.8629E+00              4.8629E+00
  1507.0           4.8634E+00              4.8634E+00
  1508.0           4.8640E+00              4.8640E+00
  1509.0           4.8645E+00              4.8645E+00
  1510.0           4.8650E+00              4.8650E+00
  1511.0           4.8656E+00              4.8656E+00
  1512.0           4.8661E+00              4.8661E+00
  1513.0           4.8666E+00              4.8666E+00
  1514.0           4.8672E+00              4.8672E+00
  1515.0           4.8677E+00              4.8677E+00
  1516.0           4.8682E+00              4.8682E+00
  1517.0           4.8688E+00              4.8688E+00
  1518.0           4.8693E+00              4.8693E+00
  1519.0           4.8698E+00              4.8698E+00
  1520.0           4.8704E+00              4.8704E+00
  1521.0           4.8709E+00              4.8709E+00
  1522.0           4.8714E+00              4.8714E+00
  1523.0           4.8720E+00              4.8720E+00
  1524.0           4.8725E+00              4.8725E+00
  1525.0           4.8730E+00              4.8730E+00
  1526.0           4.8736E+00              4.8736E+00
  1527.0           4.8741E+00              4.8741E+00
  1528.0           4.8746E+00              4.8746E+00
  1529.0           4.8752E+00              4.8752E+00
  1530.0           4.8757E+00              4.8757E+00
  1531.0           4.8762E+00              4.8762E+00
  1532.0           4.8768E+00              4.8768E+00
  1533.0           4.8773E+00              4.8773E+00
  1534.0           4.8778E+00              4.8778E+00
  1535.0           4.8784E+00              4.8784E+00
  1536.0           4.8789E+00              4.8789E+00
  1537.0           4.8794E+00              4.8794E+00
  1538.0           4.8800E+00              4.8800E+00
  1539.0           4.8805E+00              4.8805E+00
  1540.0           4.8810E+00              4.8810E+00
  1541.0           4.8816E+00              4.8816E+00
  1542.0           4.8821E+00              4.8821E+00
  1543.0           4.8826E+00              4.8826E+00
  1544.0           4.8832E+00              4.8832E+00
  1545.0           4.8837E+00              4.8837E+00
  1546.0           4.8842E+00              4.8842E+00
  1547.0           4.8848E+00              4.8848E+00
  1548.0           4.8853E+00              4.8853E+00
  1549.0           4.8858E+00              4.8858E+00
  1550.0           4.8864E+00              4.8864E+00
  1551.0           4.8869E+00              4.8869E+00
  1552.0           4.8874E+00              4.8874E+00
  1553.0           4.8880E+00              4.8880E+00
  1554.0           4.8885E+00              4.8885E+00
  1555.0           4.8890E+00              4.8890E+00
  1556.0           4.8896E+00              4.8896E+00
  1557.0           4.8901E+00              4.8901E+00
  1558.0           4.8906E+00              4.8906E+00
  1559.0           4.8912E+00              4.8912E+00
  1560.0           4.8917E+00              4.8917E+00
  1561.0           4.8922E+00              4.8922E+00
  1562.0           4.8928E+00              4.8928E+00
  1563.0           4.8933E+00              4.8933E+00
  1564.0           4.8938E+00              4.8938E+00
  1565.0           4.8944E+00              4.8944E+00
  1566.0           4.8949E+00              4.8949E+00
  1567.0           4.8954E+00              4.8954E+00
  1568.0           4.8960E+00              4.8960E+00
  1569.0           4.8965E+00              4.8965E+00
  1570.0           4.8970E+00              4.8970E+00
  1571.0           4.8976E+00              4.8976E+00
  1572.0           4.8981E+00              4.8981E+00
  1573.0           4.8986E+00              4.8986E+00
  1574.0           4.8992E+00              4.8992E+00
  1575.0           4.8997E+00              4.8997E+00
  1576.0           4.9002E+00              4.9002E+00
  1577.0           4.9007E+00              4.9007E+00
  1578.0           4.9013E+00              4.9013E+00
  1579.0           4.9018E+00              4.9018E+00
  1580.0           4.9023E+00              4.9023E+00
  1581.0           4.9029E+00              4.9029E+00
  1582.0           4.9034E+00              4.9034E+00
  1583.0           4.9039E+00              4.9039E+00
  1584.0           4.9045E+00              4.9045E+00
  1585.0           4.9050E+00              4.9050E+00
  1586.0           4.9055E+00              4.9055E+00
  1587.0           4.9061E+00              4.9061E+00
  1588.0           4.9066E+00              4.9066E+00
  1589.0           4.9071E+00              4.9071E+00
  1590.0           4.9077E+00              4.9077E+00
  1591.0           4.9082E+00              4.9082E+00
  1592.0           4.9087E+00              4.9087E+00
  1593.0           4.9092E+00              4.9092E+00
  1594.0           4.9098E+00              4.9098E+00
  1595.0           4.9103E+00              4.9103E+00
  1596.0           4.9108E+00              4.9108E+00
  1597.0           4.9114E+00              4.9114E+00
  1598.0           4.9119E+00              4.9119E+00
  1599.0           4.9124E+00              4.9124E+00
  1600.0           4.9130E+00              4.9130E+00
  1601.0           4.9135E+00              4.9135E+00
  1602.0           4.9140E+00              4.9140E+00
  1603.0           4.9145E+00              4.9145E+00
  1604.0           4.9151E+00              4.9151E+00
  1605.0           4.9156E+00              4.9156E+00
  1606.0           4.9161E+00              4.9161E+00
  1607.0           4.9167E+00              4.9167E+00
  1608.0           4.9172E+00              4.9172E+00
  1609.0           4.9177E+00              4.9177E+00
  1610.0           4.9183E+00              4.9183E+00
  1611.0           4.9188E+00              4.9188E+00
  1612.0           4.9193E+00              4.9193E+00
  1613.0           4.9198E+00              4.9198E+00
  1614.0           4.9204E+00              4.9204E+00
  1615.0           4.9209E+00              4.9209E+00
  1616.0           4.9214E+00              4.9214E+00
  1617.0           4.9220E+00              4.9220E+00
  1618.0           4.9225E+00              4.9225E+00
  1619.0           4.9230E+00              4.9230E+00
  1620.0           4.9235E+00              4.9235E+00
  1621.0           4.9241E+00              4.9241E+00
  1622.0           4.9246E+00              4.9246E+00
  1623.0           4.9251E+00              4.9251E+00
  1624.0           4.9257E+00              4.9257E+00
  1625.0           4.9262E+00              4.9262E+00
  1626.0           4.9267E+00              4.9267E+00
  1627.0           4.9273E+00              4.9273E+00
  1628.0           4.9278E+00              4.9278E+00
  1629.0           4.9283E+00              4.9283E+00
  1630.0           4.9288E+00              4.9288E+00
  1631.0           4.9294E+00              4.9294E+00
  1632.0           4.9299E+00              4.9299E+00
  1633.0           4.9304E+00              4.9304E+00
  1634.0           4.9310E+00              4.9310E+00
  1635.0           4.9315E+00              4.9315E+00
  1636.0           4.9320E+00              4.9320E+00
  1637.0           4.9326E+00              4.9326E+00
  1638.0           4.9331E+00              4.9331E+00
  1639.0           4.9336E+00              4.9336E+00
  1640.0           4.9341E+00              4.9341E+00
  1641.0           4.9347E+00              4.9347E+00
  1642.0           4.9352E+00              4.9352E+00
  1643.0           4.9357E+00              4.9357E+00
  1644.0           4.9362E+00              4.9362E+00
  1645.0           4.9368E+00              4.9368E+00
  1646.0           4.9373E+00              4.9373E+00
  1647.0           4.9378E+00              4.9378E+00
  1648.0           4.9384E+00              4.9384E+00
  1649.0           4.9389E+00              4.9389E+00
  1650.0           4.9394E+00              4.9394E+00
  1651.0           4.9399E+00              4.9399E+00
  1652.0           4.9405E+00              4.9405E+00
  1653.0           4.9410E+00              4.9410E+00
  1654.0           4.9415E+00              4.9415E+00
  1655.0           4.9421E+00              4.9421E+00
  1656.0           4.9426E+00              4.9426E+00
  1657.0           4.9431E+00              4.9431E+00
  1658.0           4.9436E+00              4.9436E+00
  1659.0           4.9442E+00              4.9442E+00
  1660.0           4.9447E+00              4.9447E+00
  1661.0           4.9452E+00              4.9452E+00
  1662.0           4.9458E+00              4.9458E+00
  1663.0           4.9463E+00              4.9463E+00
  1664.0           4.9468E+00              4.9468E+00
  1665.0           4.9473E+00              4.9473E+00
  1666.0           4.9479E+00              4.9479E+00
  1667.0           4.9484E+00              4.9484E+00
  1668.0           4.9489E+00              4.9489E+00
  1669.0           4.9495E+00              4.9495E+00
  1670.0           4.9500E+00              4.9500E+00
  1671.0           4.9505E+00              4.9505E+00
  1672.0           4.9510E+00              4.9510E+00
  1673.0           4.9516E+00              4.9516E+00
  1674.0           4.9521E+00              4.9521E+00
  1675.0           4.9526E+00              4.9526E+00
  1676.0           4.9531E+00              4.9531E+00
  1677.0           4.9537E+00              4.9537E+00
  1678.0           4.9542E+00              4.9542E+00
  1679.0           4.9547E+00              4.9547E+00
  1680.0           4.9552E+00              4.9552E+00
  1681.0           4.9558E+00              4.9558E+00
  1682.0           4.9563E+00              4.9563E+00
  1683.0           4.9568E+00              4.9568E+00
  1684.0           4.9574E+00              4.9574E+00
  1685.0           4.9579E+00              4.9579E+00
  1686.0           4.9584E+00              4.9584E+00
  1687.0           4.9589E+00              4.9589E+00
  1688.0           4.9595E+00              4.9595E+00
  1689.0           4.9600E+00              4.9600E+00
  1690.0           4.9605E+00              4.9605E+00
  1691.0           4.9610E+00              4.9610E+00
  1692.0           4.9616E+00              4.9616E+00
  1693.0           4.9621E+00              4.9621E+00
  1694.0           4.9626E+00              4.9626E+00
  1695.0           4.9631E+00              4.9631E+00
  1696.0           4.9637E+00              4.9637E+00
  1697.0           4.9642E+00              4.9642E+00
  1698.0           4.9647E+00              4.9647E+00
  1699.0           4.9652E+00              4.9652E+00
  1700.0           4.9658E+00              4.9658E+00
  1701.0           4.9663E+00              4.9663E+00
  1702.0           4.9668E+00              4.9668E+00
  1703.0           4.9674E+00              4.9674E+00
  1704.0           4.9679E+00              4.9679E+00
  1705.0           4.9684E+00              4.9684E+00
  1706.0           4.9689E+00              4.9689E+00
  1707.0           4.9695E+00              4.9695E+00
  1708.0           4.9700E+00              4.9700E+00
  1709.0           4.9705E+00              4.9705E+00
  1710.0           4.9710E+00              4.9710E+00
  1711.0           4.9716E+00              4.9716E+00
  1712.0           4.9721E+00              4.9721E+00
  1713.0           4.9726E+00              4.9726E+00
  1714.0           4.9731E+00              4.9731E+00
  1715.0           4.9737E+00              4.9737E+00
  1716.0           4.9742E+00              4.9742E+00
  1717.0           4.9747E+00              4.9747E+00
  1718.0           4.9752E+00              4.9752E+00
  1719.0           4.9758E+00              4.9758E+00
  1720.0           4.9763E+00              4.9763E+00
  1721.0           4.9768E+00              4.9768E+00
  1722.0           4.9773E+00              4.9773E+00
  1723.0           4.9779E+00              4.9779E+00
  1724.0           4.9784E+00              4.9784E+00
  1725.0           4.9789E+00              4.9789E+00
  1726.0           4.9794E+00              4.9794E+00
  1727.0           4.9800E+00              4.9800E+00
  1728.0           4.9805E+00              4.9805E+00
  1729.0           4.9810E+00              4.9810E+00
  1730.0           4.9815E+00              4.9815E+00
  1731.0           4.9821E+00              4.9821E+00
  1732.0           4.9826E+00              4.9826E+00
  1733.0           4.9831E+00              4.9831E+00
  1734.0           4.9836E+00              4.9836E+00
  1735.0           4.9842E+00              4.9842E+00
  1736.0           4.9847E+00              4.9847E+00
  1737.0           4.9852E+00              4.9852E+00
  1738.0           4.9857E+00              4.9857E+00
  1739.0           4.9862E+00              4.9862E+00
  1740.0           4.9868E+00              4.9868E+00
  1741.0           4.9873E+00              4.9873E+00
  1742.0           4.9878E+00              4.9878E+00
  1743.0           4.9883E+00              4.9883E+00
  1744.0           4.9889E+00              4.9889E+00
  1745.0           4.9894E+00              4.9894E+00
  1746.0           4.9899E+00              4.9899E+00
  1747.0           4.9904E+00              4.9904E+00
  1748.0           4.9910E+00              4.9910E+00
  1749.0           4.9915E+00              4.9915E+00
  1750.0           4.9920E+00              4.9920E+00
  1751.0           4.9925E+00              4.9925E+00
  1752.0           4.9930E+00              4.9930E+00
  1753.0           4.9936E+00              4.9936E+00
  1754.0           4.9941E+00              4.9941E+00
  1755.0           4.9946E+00              4.9946E+00
  1756.0           4.9951E+00              4.9951E+00
  1757.0           4.9957E+00              4.9957E+00
  1758.0           4.9962E+00              4.9962E+00
  1759.0           4.9967E+00              4.9967E+00
  1760.0           4.9972E+00              4.9972E+00
  1761.0           4.9978E+00              4.9978E+00
  1762.0           4.9983E+00              4.9983E+00
  1763.0           4.9988E+00              4.9988E+00
  1764.0           4.9993E+00              4.9993E+00
  1765.0           4.9998E+00              4.9998E+00
  1766.0           5.0004E+00              5.0004E+00
  1767.0           5.0009E+00              5.0009E+00
  1768.0           5.0014E+00              5.0014E+00
  1769.0           5.0019E+00              5.0019E+00
  1770.0           5.0025E+00              5.0025E+00
  1771.0           5.0030E+00              5.0030E+00
  1772.0           5.0035E+00              5.0035E+00
  1773.0           5.0040E+00              5.0040E+00
  1774.0           5.0045E+00              5.0045E+00
  1775.0           5.0051E+00              5.0051E+00
  1776.0           5.0056E+00              5.0056E+00
  1777.0           5.0061E+00              5.0061E+00
  1778.0           5.0066E+00              5.0066E+00
  1779.0           5.0072E+00              5.0072E+00
  1780.0           5.0077E+00              5.0077E+00
  1781.0           5.0082E+00              5.0082E+00
  1782.0           5.0087E+00              5.0087E+00
  1783.0           5.0092E+00              5.0092E+00
  1784.0           5.0098E+00              5.0098E+00
  1785.0           5.0103E+00              5.0103E+00
  1786.0           5.0108E+00              5.0108E+00
  1787.0           5.0113E+00              5.0113E+00
  1788.0           5.0118E+00              5.0118E+00
  1789.0           5.0124E+00              5.0124E+00
  1790.0           5.0129E+00              5.0129E+00
  1791.0           5.0134E+00              5.0134E+00
  1792.0           5.0139E+00              5.0139E+00
  1793.0           5.0145E+00              5.0145E+00
  1794.0           5.0150E+00              5.0150E+00
  1795.0           5.0155E+00              5.0155E+00
  1796.0           5.0160E+00              5.0160E+00
  1797.0           5.0165E+00              5.0165E+00
  1798.0           5.0171E+00              5.0171E+00
  1799.0           5.0176E+00              5.0176E+00
  1800.0           5.0181E+00              5.0181E+00
  1801.0           5.0186E+00              5.0186E+00
  1802.0           5.0191E+00              5.0191E+00
  1803.0           5.0197E+00              5.0197E+00
  1804.0           5.0202E+00              5.0202E+00
  1805.0           5.0207E+00              5.0207E+00
  1806.0           5.0212E+00              5.0212E+00
  1807.0           5.0217E+00              5.0217E+00
  1808.0           5.0223E+00              5.0223E+00
  1809.0           5.0228E+00              5.0228E+00
  1810.0           5.0233E+00              5.0233E+00
  1811.0           5.0238E+00              5.0238E+00
  1812.0           5.0243E+00              5.0243E+00
  1813.0           5.0249E+00              5.0249E+00
  1814.0           5.0254E+00              5.0254E+00
  1815.0           5.0259E+00              5.0259E+00
  1816.0           5.0264E+00              5.0264E+00
  1817.0           5.0269E+00              5.0269E+00
  1818.0           5.0275E+00              5.0275E+00
  1819.0           5.0280E+00              5.0280E+00
  1820.0           5.0285E+00              5.0285E+00
  1821.0           5.0290E+00              5.0290E+00
  1822.0           5.0295E+00              5.0295E+00
  1823.0           5.0300E+00              5.0300E+00
  1824.0           5.0306E+00              5.0306E+00
  1825.0           5.0311E+00              5.0311E+00
  1826.0           5.0316E+00              5.0316E+00
  1827.0           5.0321E+00              5.0321E+00
  1828.0           5.0326E+00              5.0326E+00
  1829.0           5.0332E+00              5.0332E+00
  1830.0           5.0337E+00              5.0337E+00
  1831.0           5.0342E+00              5.0342E+00
  1832.0           5.0347E+00              5.0347E+00
  1833.0           5.0352E+00              5.0352E+00
  1834.0           5.0358E+00              5.0358E+00
  1835.0           5.0363E+00              5.0363E+00
  1836.0           5.0368E+00              5.0368E+00
  1837.0           5.0373E+00              5.0373E+00
  1838.0           5.0378E+00              5.0378E+00
  1839.0           5.0383E+00              5.0383E+00
  1840.0           5.0389E+00              5.0389E+00
  1841.0           5.0394E+00              5.0394E+00
  1842.0           5.0399E+00              5.0399E+00
  1843.0           5.0404E+00              5.0404E+00
  1844.0           5.0409E+00              5.0409E+00
  1845.0           5.0415E+00              5.0415E+00
  1846.0           5.0420E+00              5.0420E+00
  1847.0           5.0425E+00              5.0425E+00
  1848.0           5.0430E+00              5.0430E+00
  1849.0           5.0435E+00              5.0435E+00
  1850.0           5.0440E+00              5.0440E+00
  1851.0           5.0446E+00              5.0446E+00
  1852.0           5.0451E+00              5.0451E+00
  1853.0           5.0456E+00              5.0456E+00
  1854.0           5.0461E+00              5.0461E+00
  1855.0           5.0466E+00              5.0466E+00
  1856.0           5.0471E+00              5.0471E+00
  1857.0           5.0477E+00              5.0477E+00
  1858.0           5.0482E+00              5.0482E+00
  1859.0           5.0487E+00              5.0487E+00
  1860.0           5.0492E+00              5.0492E+00
  1861.0           5.0497E+00              5.0497E+00
  1862.0           5.0502E+00              5.0502E+00
  1863.0           5.0508E+00              5.0508E+00
  1864.0           5.0513E+00              5.0513E+00
  1865.0           5.0518E+00              5.0518E+00
  1866.0           5.0523E+00              5.0523E+00
  1867.0           5.0528E+00              5.0528E+00
  1868.0           5.0533E+00              5.0533E+00
  1869.0           5.0539E+00              5.0539E+00
  1870.0           5.0544E+00              5.0544E+00
  1871.0           5.0549E+00              5.0549E+00
  1872.0           5.0554E+00              5.0554E+00
  1873.0           5.0559E+00              5.0559E+00
  1874.0           5.0564E+00              5.0564E+00
  1875.0           5.0570E+00              5.0570E+00
  1876.0           5.0575E+00              5.0575E+00
  1877.0           5.0580E+00              5.0580E+00
  1878.0           5.0585E+00              5.0585E+00
  1879.0           5.0590E+00              5.0590E+00
  1880.0           5.0595E+00              5.0595E+00
  1881.0           5.0600E+00              5.0600E+00
  1882.0           5.0606E+00              5.0606E+00
  1883.0           5.0611E+00              5.0611E+00
  1884.0           5.0616E+00              5.0616E+00
  1885.0           5.0621E+00              5.0621E+00
  1886.0           5.0626E+00              5.0626E+00
  1887.0           5.0631E+00              5.0631E+00
  1888.0           5.0637E+00              5.0637E+00
  1889.0           5.0642E+00              5.0642E+00
  1890.0           5.0647E+00              5.0647E+00
  1891.0           5.0652E+00              5.0652E+00
  1892.0           5.0657E+00              5.0657E+00
  1893.0           5.0662E+00              5.0662E+00
  1894.0           5.0667E+00              5.0667E+00
  1895.0           5.0673E+00              5.0673E+00
  1896.0           5.0678E+00              5.0678E+00
  1897.0           5.0683E+00              5.0683E+00
  1898.0           5.0688E+00              5.0688E+00
  1899.0           5.0693E+00              5.0693E+00
  1900.0           5.0698E+00              5.0698E+00
  1901.0           5.0703E+00              5.0703E+00
  1902.0           5.0708E+00              5.0708E+00
  1903.0           5.0714E+00              5.0714E+00
  1904.0           5.0719E+00              5.0719E+00
  1905.0           5.0724E+00              5.0724E+00
  1906.0           5.0729E+00              5.0729E+00
  1907.0           5.0734E+00              5.0734E+00
  1908.0           5.0739E+00              5.0739E+00
  1909.0           5.0744E+00              5.0744E+00
  1910.0           5.0750E+00              5.0750E+00
  1911.0           5.0755E+00              5.0755E+00
  1912.0           5.0760E+00              5.0760E+00
  1913.0           5.0765E+00              5.0765E+00
  1914.0           5.0770E+00              5.0770E+00
  1915.0           5.0775E+00              5.0775E+00
  1916.0           5.0780E+00              5.0780E+00
  1917.0           5.0786E+00              5.0786E+00
  1918.0           5.0791E+00              5.0791E+00
  1919.0           5.0796E+00              5.0796E+00
  1920.0           5.0801E+00              5.0801E+00
  1921.0           5.0806E+00              5.0806E+00
  1922.0           5.0811E+00              5.0811E+00
  1923.0           5.0816E+00              5.0816E+00
  1924.0           5.0821E+00              5.0821E+00
  1925.0           5.0827E+00              5.0827E+00
  1926.0           5.0832E+00              5.0832E+00
  1927.0           5.0837E+00              5.0837E+00
