#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
   644.0           4.0354E+00              4.0354E+00
   645.0           4.0365E+00              4.0365E+00
   646.0           4.0376E+00              4.0376E+00
   647.0           4.0387E+00              4.0387E+00
   648.0           4.0397E+00              4.0397E+00
   649.0           4.0408E+00              4.0408E+00
   650.0           4.0419E+00              4.0419E+00
   651.0           4.3288E+00              4.3288E+00
   652.0           4.3303E+00              4.3303E+00
   653.0           4.3317E+00              4.3317E+00
   654.0           4.3331E+00              4.3331E+00
   655.0           4.3344E+00              4.3344E+00
   656.0           4.3358E+00              4.3358E+00
   657.0           4.3371E+00              4.3371E+00
   658.0           4.3385E+00              4.3385E+00
   659.0           4.3398E+00              4.3398E+00
   660.0           4.3411E+00              4.3411E+00
   661.0           4.3423E+00              4.3423E+00
   662.0           4.3436E+00              4.3436E+00
   663.0           4.3448E+00              4.3448E+00
   664.0           4.3460E+00              4.3460E+00
   665.0           4.3472E+00              4.3472E+00
   666.0           4.3484E+00              4.3484E+00
   667.0           4.3496E+00              4.3496E+00
   668.0           4.3508E+00              4.3508E+00
   669.0           4.3519E+00              4.3519E+00
   670.0           4.3530E+00              4.3530E+00
   671.0           4.3541E+00              4.3541E+00
   672.0           4.3552E+00              4.3552E+00
   673.0           4.3563E+00              4.3563E+00
   674.0           4.3574E+00              4.3574E+00
   675.0           4.3584E+00              4.3584E+00
   676.0           4.3595E+00              4.3595E+00
   677.0           4.3605E+00              4.3605E+00
   678.0           4.3615E+00              4.3615E+00
   679.0           4.3625E+00              4.3625E+00
   680.0           4.3635E+00              4.3635E+00
   681.0           4.3645E+00              4.3645E+00
   682.0           4.3654E+00              4.3654E+00
   683.0           4.3664E+00              4.3664E+00
   684.0           4.3673E+00              4.3673E+00
   685.0           4.3682E+00              4.3682E+00
   686.0           4.3691E+00              4.3691E+00
   687.0           4.3700E+00              4.3700E+00
   688.0           4.3709E+00              4.3709E+00
   689.0           4.3718E+00              4.3718E+00
   690.0           4.3727E+00              4.3727E+00
   691.0           4.3735E+00              4.3735E+00
   692.0           4.3744E+00              4.3744E+00
   693.0           4.3752E+00              4.3752E+00
   694.0           4.3760E+00              4.3760E+00
   695.0           4.3769E+00              4.3769E+00
   696.0           4.3777E+00              4.3777E+00
   697.0           4.3784E+00              4.3784E+00
   698.0           4.3792E+00              4.3792E+00
   699.0           4.3800E+00              4.3800E+00
   700.0           4.3808E+00              4.3808E+00
   701.0           4.3816E+00              4.3816E+00
   702.0           4.3823E+00              4.3823E+00
   703.0           4.3831E+00              4.3831E+00
   704.0           4.3838E+00              4.3838E+00
   705.0           4.3845E+00              4.3845E+00
   706.0           4.3852E+00              4.3852E+00
   707.0           4.3859E+00              4.3859E+00
   708.0           4.3867E+00              4.3867E+00
   709.0           4.3874E+00              4.3874E+00
   710.0           4.3881E+00              4.3881E+00
   711.0           4.3888E+00              4.3888E+00
   712.0           4.3894E+00              4.3894E+00
   713.0           4.3901E+00              4.3901E+00
   714.0           4.3908E+00              4.3908E+00
   715.0           4.3914E+00              4.3914E+00
   716.0           4.3921E+00              4.3921E+00
   717.0           4.3928E+00              4.3928E+00
   718.0           4.3934E+00              4.3934E+00
   719.0           4.3941E+00              4.3941E+00
   720.0           4.3947E+00              4.3947E+00
   721.0           4.3953E+00              4.3953E+00
   722.0           4.3960E+00              4.3960E+00
   723.0           4.3966E+00              4.3966E+00
   724.0           4.3972E+00              4.3972E+00
   725.0           4.3979E+00              4.3979E+00
   726.0           4.3985E+00              4.3985E+00
   727.0           4.3991E+00              4.3991E+00
   728.0           4.3997E+00              4.3997E+00
   729.0           4.4003E+00              4.4003E+00
   730.0           4.4009E+00              4.4009E+00
   731.0           4.4015E+00              4.4015E+00
   732.0           4.4021E+00              4.4021E+00
   733.0           4.4028E+00              4.4028E+00
   734.0           4.4034E+00              4.4034E+00
   735.0           4.4040E+00              4.4040E+00
   736.0           4.4046E+00              4.4046E+00
   737.0           4.4052E+00              4.4052E+00
   738.0           4.4058E+00              4.4058E+00
   739.0           4.4064E+00              4.4064E+00
   740.0           4.4070E+00              4.4070E+00
   741.0           4.4076E+00              4.4076E+00
   742.0           4.4082E+00              4.4082E+00
   743.0           4.4088E+00              4.4088E+00
   744.0           4.4094E+00              4.4094E+00
   745.0           4.4100E+00              4.4100E+00
   746.0           4.4106E+00              4.4106E+00
   747.0           4.4112E+00              4.4112E+00
   748.0           4.4118E+00              4.4118E+00
   749.0           4.4124E+00              4.4124E+00
   750.0           4.4130E+00              4.4130E+00
   751.0           4.4136E+00              4.4136E+00
   752.0           4.4143E+00              4.4143E+00
   753.0           4.4149E+00              4.4149E+00
   754.0           4.4155E+00              4.4155E+00
   755.0           4.4161E+00              4.4161E+00
   756.0           4.4168E+00              4.4168E+00
   757.0           4.4174E+00              4.4174E+00
   758.0           4.4180E+00              4.4180E+00
   759.0           4.4187E+00              4.4187E+00
   760.0           4.4193E+00              4.4193E+00
   761.0           4.4199E+00              4.4199E+00
   762.0           4.4206E+00              4.4206E+00
   763.0           4.4212E+00              4.4212E+00
   764.0           4.4219E+00              4.4219E+00
   765.0           4.4225E+00              4.4225E+00
   766.0           4.4232E+00              4.4232E+00
   767.0           4.4238E+00              4.4238E+00
   768.0           4.4245E+00              4.4245E+00
   769.0           4.4252E+00              4.4252E+00
   770.0           4.4258E+00              4.4258E+00
   771.0           4.4265E+00              4.4265E+00
   772.0           4.4272E+00              4.4272E+00
   773.0           4.4278E+00              4.4278E+00
   774.0           4.4285E+00              4.4285E+00
   775.0           4.4292E+00              4.4292E+00
   776.0           4.4298E+00              4.4298E+00
   777.0           4.4305E+00              4.4305E+00
   778.0           4.4312E+00              4.4312E+00
   779.0           4.4319E+00              4.4319E+00
   780.0           4.4325E+00              4.4325E+00
   781.0           4.4332E+00              4.4332E+00
   782.0           4.4339E+00              4.4339E+00
   783.0           4.4346E+00              4.4346E+00
   784.0           4.4353E+00              4.4353E+00
   785.0           4.4360E+00              4.4360E+00
   786.0           4.4367E+00              4.4367E+00
   787.0           4.4374E+00              4.4374E+00
   788.0           4.4380E+00              4.4380E+00
   789.0           4.4387E+00              4.4387E+00
   790.0           4.4394E+00              4.4394E+00
   791.0           4.4401E+00              4.4401E+00
   792.0           4.4408E+00              4.4408E+00
   793.0           4.4415E+00              4.4415E+00
   794.0           4.4422E+00              4.4422E+00
   795.0           4.4429E+00              4.4429E+00
   796.0           4.4436E+00              4.4436E+00
   797.0           4.4443E+00              4.4443E+00
   798.0           4.4450E+00              4.4450E+00
   799.0           4.4457E+00              4.4457E+00
   800.0           4.4464E+00              4.4464E+00
   801.0           4.4472E+00              4.4472E+00
   802.0           4.4478E+00              4.4478E+00
   803.0           4.4486E+00              4.4486E+00
   804.0           4.4493E+00              4.4493E+00
   805.0           4.4500E+00              4.4500E+00
   806.0           4.4507E+00              4.4507E+00
   807.0           4.4514E+00              4.4514E+00
   808.0           4.4521E+00              4.4521E+00
   809.0           4.4528E+00              4.4528E+00
   810.0           4.4535E+00              4.4535E+00
   811.0           4.4542E+00              4.4542E+00
   812.0           4.4550E+00              4.4550E+00
   813.0           4.4557E+00              4.4557E+00
   814.0           4.4564E+00              4.4564E+00
   815.0           4.4571E+00              4.4571E+00
   816.0           4.4578E+00              4.4578E+00
   817.0           4.4585E+00              4.4585E+00
   818.0           4.4592E+00              4.4592E+00
   819.0           4.4599E+00              4.4599E+00
   820.0           4.4607E+00              4.4607E+00
   821.0           4.4614E+00              4.4614E+00
   822.0           4.4621E+00              4.4621E+00
   823.0           4.4628E+00              4.4628E+00
   824.0           4.4635E+00              4.4635E+00
   825.0           4.4642E+00              4.4642E+00
   826.0           4.4649E+00              4.4649E+00
   827.0           4.4656E+00              4.4656E+00
   828.0           4.4664E+00              4.4664E+00
   829.0           4.4671E+00              4.4671E+00
   830.0           4.4678E+00              4.4678E+00
   831.0           4.4685E+00              4.4685E+00
   832.0           4.4692E+00              4.4692E+00
   833.0           4.4699E+00              4.4699E+00
   834.0           4.4706E+00              4.4706E+00
   835.0           4.4713E+00              4.4713E+00
   836.0           4.4720E+00              4.4720E+00
   837.0           4.4727E+00              4.4727E+00
   838.0           4.4735E+00              4.4735E+00
   839.0           4.4742E+00              4.4742E+00
   840.0           4.4749E+00              4.4749E+00
   841.0           4.4756E+00              4.4756E+00
   842.0           4.4763E+00              4.4763E+00
   843.0           4.4770E+00              4.4770E+00
   844.0           4.4777E+00              4.4777E+00
   845.0           4.4784E+00              4.4784E+00
   846.0           4.4791E+00              4.4791E+00
   847.0           4.4798E+00              4.4798E+00
   848.0           4.4805E+00              4.4805E+00
   849.0           4.4812E+00              4.4812E+00
   850.0           4.4819E+00              4.4819E+00
   851.0           4.4826E+00              4.4826E+00
   852.0           4.4832E+00              4.4832E+00
   853.0           4.4839E+00              4.4839E+00
   854.0           4.4846E+00              4.4846E+00
   855.0           4.4853E+00              4.4853E+00
   856.0           4.4860E+00              4.4860E+00
   857.0           4.4867E+00              4.4867E+00
   858.0           4.4874E+00              4.4874E+00
   859.0           4.4881E+00              4.4881E+00
   860.0           4.4887E+00              4.4887E+00
   861.0           4.4894E+00              4.4894E+00
   862.0           4.4901E+00              4.4901E+00
   863.0           4.4908E+00              4.4908E+00
   864.0           4.4915E+00              4.4915E+00
   865.0           4.4921E+00              4.4921E+00
   866.0           4.4928E+00              4.4928E+00
   867.0           4.4935E+00              4.4935E+00
   868.0           4.4942E+00              4.4942E+00
   869.0           4.4948E+00              4.4948E+00
   870.0           4.4955E+00              4.4955E+00
   871.0           4.4962E+00              4.4962E+00
   872.0           4.4969E+00              4.4969E+00
   873.0           4.4975E+00              4.4975E+00
   874.0           4.4982E+00              4.4982E+00
   875.0           4.4989E+00              4.4989E+00
   876.0           4.4995E+00              4.4995E+00
   877.0           4.5002E+00              4.5002E+00
   878.0           4.5009E+00              4.5009E+00
   879.0           4.5015E+00              4.5015E+00
   880.0           4.5022E+00              4.5022E+00
   881.0           4.5029E+00              4.5029E+00
   882.0           4.5035E+00              4.5035E+00
   883.0           4.5042E+00              4.5042E+00
   884.0           4.5048E+00              4.5048E+00
   885.0           4.5055E+00              4.5055E+00
   886.0           4.5062E+00              4.5062E+00
   887.0           4.5068E+00              4.5068E+00
   888.0           4.5075E+00              4.5075E+00
   889.0           4.5081E+00              4.5081E+00
   890.0           4.5088E+00              4.5088E+00
   891.0           4.5095E+00              4.5095E+00
   892.0           4.5101E+00              4.5101E+00
   893.0           4.5108E+00              4.5108E+00
   894.0           4.5114E+00              4.5114E+00
   895.0           4.5121E+00              4.5121E+00
   896.0           4.5127E+00              4.5127E+00
   897.0           4.5133E+00              4.5133E+00
   898.0           4.5140E+00              4.5140E+00
   899.0           4.5147E+00              4.5147E+00
   900.0           4.5153E+00              4.5153E+00
   901.0           4.5159E+00              4.5159E+00
   902.0           4.5166E+00              4.5166E+00
   903.0           4.5172E+00              4.5172E+00
   904.0           4.5179E+00              4.5179E+00
   905.0           4.5185E+00              4.5185E+00
   906.0           4.5192E+00              4.5192E+00
   907.0           4.5198E+00              4.5198E+00
   908.0           4.5204E+00              4.5204E+00
   909.0           4.5211E+00              4.5211E+00
   910.0           4.5217E+00              4.5217E+00
   911.0           4.5224E+00              4.5224E+00
   912.0           4.5230E+00              4.5230E+00
   913.0           4.5236E+00              4.5236E+00
   914.0           4.5243E+00              4.5243E+00
   915.0           4.5249E+00              4.5249E+00
   916.0           4.5256E+00              4.5256E+00
   917.0           4.5262E+00              4.5262E+00
   918.0           4.5268E+00              4.5268E+00
   919.0           4.5275E+00              4.5275E+00
   920.0           4.5281E+00              4.5281E+00
   921.0           4.5287E+00              4.5287E+00
   922.0           4.5294E+00              4.5294E+00
   923.0           4.5300E+00              4.5300E+00
   924.0           4.5306E+00              4.5306E+00
   925.0           4.5313E+00              4.5313E+00
   926.0           4.5319E+00              4.5319E+00
   927.0           4.5325E+00              4.5325E+00
   928.0           4.5331E+00              4.5331E+00
   929.0           4.5338E+00              4.5338E+00
   930.0           4.5344E+00              4.5344E+00
   931.0           4.5350E+00              4.5350E+00
   932.0           4.5357E+00              4.5357E+00
   933.0           4.5363E+00              4.5363E+00
   934.0           4.5369E+00              4.5369E+00
   935.0           4.5375E+00              4.5375E+00
   936.0           4.5382E+00              4.5382E+00
   937.0           4.5388E+00              4.5388E+00
   938.0           4.5394E+00              4.5394E+00
   939.0           4.5400E+00              4.5400E+00
   940.0           4.5406E+00              4.5406E+00
   941.0           4.5413E+00              4.5413E+00
   942.0           4.5419E+00              4.5419E+00
   943.0           4.5425E+00              4.5425E+00
   944.0           4.5431E+00              4.5431E+00
   945.0           4.5438E+00              4.5438E+00
   946.0           4.5444E+00              4.5444E+00
   947.0           4.5450E+00              4.5450E+00
   948.0           4.5456E+00              4.5456E+00
   949.0           4.5462E+00              4.5462E+00
   950.0           4.5469E+00              4.5469E+00
   951.0           4.5475E+00              4.5475E+00
   952.0           4.5481E+00              4.5481E+00
   953.0           4.5487E+00              4.5487E+00
   954.0           4.5493E+00              4.5493E+00
   955.0           4.5499E+00              4.5499E+00
   956.0           4.5506E+00              4.5506E+00
   957.0           4.5512E+00              4.5512E+00
   958.0           4.5518E+00              4.5518E+00
   959.0           4.5524E+00              4.5524E+00
   960.0           4.5530E+00              4.5530E+00
   961.0           4.5536E+00              4.5536E+00
   962.0           4.5543E+00              4.5543E+00
   963.0           4.5549E+00              4.5549E+00
   964.0           4.5555E+00              4.5555E+00
   965.0           4.5561E+00              4.5561E+00
   966.0           4.5567E+00              4.5567E+00
   967.0           4.5573E+00              4.5573E+00
   968.0           4.5579E+00              4.5579E+00
   969.0           4.5585E+00              4.5585E+00
   970.0           4.5592E+00              4.5592E+00
   971.0           4.5598E+00              4.5598E+00
   972.0           4.5604E+00              4.5604E+00
   973.0           4.5610E+00              4.5610E+00
   974.0           4.5616E+00              4.5616E+00
   975.0           4.5622E+00              4.5622E+00
   976.0           4.5628E+00              4.5628E+00
   977.0           4.5634E+00              4.5634E+00
   978.0           4.5641E+00              4.5641E+00
   979.0           4.5647E+00              4.5647E+00
   980.0           4.5653E+00              4.5653E+00
   981.0           4.5659E+00              4.5659E+00
   982.0           4.5665E+00              4.5665E+00
   983.0           4.5671E+00              4.5671E+00
   984.0           4.5677E+00              4.5677E+00
   985.0           4.5683E+00              4.5683E+00
   986.0           4.5689E+00              4.5689E+00
   987.0           4.5695E+00              4.5695E+00
   988.0           4.5702E+00              4.5702E+00
   989.0           4.5708E+00              4.5708E+00
   990.0           4.5714E+00              4.5714E+00
   991.0           4.5720E+00              4.5720E+00
   992.0           4.5726E+00              4.5726E+00
   993.0           4.5732E+00              4.5732E+00
   994.0           4.5738E+00              4.5738E+00
   995.0           4.5744E+00              4.5744E+00
   996.0           4.5750E+00              4.5750E+00
   997.0           4.5756E+00              4.5756E+00
   998.0           4.5762E+00              4.5762E+00
   999.0           4.5768E+00              4.5768E+00
  1000.0           4.5774E+00              4.5774E+00
  1001.0           4.5780E+00              4.5780E+00
  1002.0           4.5787E+00              4.5787E+00
  1003.0           4.5793E+00              4.5793E+00
  1004.0           4.5799E+00              4.5799E+00
  1005.0           4.5805E+00              4.5805E+00
  1006.0           4.5811E+00              4.5811E+00
  1007.0           4.5817E+00              4.5817E+00
  1008.0           4.5823E+00              4.5823E+00
  1009.0           4.5829E+00              4.5829E+00
  1010.0           4.5835E+00              4.5835E+00
  1011.0           4.5841E+00              4.5841E+00
  1012.0           4.5847E+00              4.5847E+00
  1013.0           4.5853E+00              4.5853E+00
  1014.0           4.5859E+00              4.5859E+00
  1015.0           4.5865E+00              4.5865E+00
  1016.0           4.5871E+00              4.5871E+00
  1017.0           4.5877E+00              4.5877E+00
  1018.0           4.5883E+00              4.5883E+00
  1019.0           4.5889E+00              4.5889E+00
  1020.0           4.5895E+00              4.5895E+00
  1021.0           4.5901E+00              4.5901E+00
  1022.0           4.5907E+00              4.5907E+00
  1023.0           4.5913E+00              4.5913E+00
  1024.0           4.5919E+00              4.5919E+00
  1025.0           4.5925E+00              4.5925E+00
  1026.0           4.5931E+00              4.5931E+00
  1027.0           4.5937E+00              4.5937E+00
  1028.0           4.5943E+00              4.5943E+00
  1029.0           4.5949E+00              4.5949E+00
  1030.0           4.5955E+00              4.5955E+00
  1031.0           4.5961E+00              4.5961E+00
  1032.0           4.5967E+00              4.5967E+00
  1033.0           4.5973E+00              4.5973E+00
  1034.0           4.5979E+00              4.5979E+00
  1035.0           4.5985E+00              4.5985E+00
  1036.0           4.5991E+00              4.5991E+00
  1037.0           4.5997E+00              4.5997E+00
  1038.0           4.6003E+00              4.6003E+00
  1039.0           4.6009E+00              4.6009E+00
  1040.0           4.6015E+00              4.6015E+00
  1041.0           4.6021E+00              4.6021E+00
  1042.0           4.6027E+00              4.6027E+00
  1043.0           4.6033E+00              4.6033E+00
  1044.0           4.6039E+00              4.6039E+00
  1045.0           4.6045E+00              4.6045E+00
  1046.0           4.6051E+00              4.6051E+00
  1047.0           4.6057E+00              4.6057E+00
  1048.0           4.6063E+00              4.6063E+00
  1049.0           4.6069E+00              4.6069E+00
  1050.0           4.6075E+00              4.6075E+00
  1051.0           4.6081E+00              4.6081E+00
  1052.0           4.6087E+00              4.6087E+00
  1053.0           4.6093E+00              4.6093E+00
  1054.0           4.6099E+00              4.6099E+00
  1055.0           4.6104E+00              4.6104E+00
  1056.0           4.6110E+00              4.6110E+00
  1057.0           4.6116E+00              4.6116E+00
  1058.0           4.6122E+00              4.6122E+00
  1059.0           4.6128E+00              4.6128E+00
  1060.0           4.6134E+00              4.6134E+00
  1061.0           4.6140E+00              4.6140E+00
  1062.0           4.6146E+00              4.6146E+00
  1063.0           4.6152E+00              4.6152E+00
  1064.0           4.6158E+00              4.6158E+00
  1065.0           4.6164E+00              4.6164E+00
  1066.0           4.6170E+00              4.6170E+00
  1067.0           4.6176E+00              4.6176E+00
  1068.0           4.6181E+00              4.6181E+00
  1069.0           4.6187E+00              4.6187E+00
  1070.0           4.6193E+00              4.6193E+00
  1071.0           4.6199E+00              4.6199E+00
  1072.0           4.6205E+00              4.6205E+00
  1073.0           4.6211E+00              4.6211E+00
  1074.0           4.6217E+00              4.6217E+00
  1075.0           4.6223E+00              4.6223E+00
  1076.0           4.6229E+00              4.6229E+00
  1077.0           4.6235E+00              4.6235E+00
  1078.0           4.6241E+00              4.6241E+00
  1079.0           4.6246E+00              4.6246E+00
  1080.0           4.6252E+00              4.6252E+00
  1081.0           4.6258E+00              4.6258E+00
  1082.0           4.6264E+00              4.6264E+00
  1083.0           4.6270E+00              4.6270E+00
  1084.0           4.6276E+00              4.6276E+00
  1085.0           4.6282E+00              4.6282E+00
  1086.0           4.6288E+00              4.6288E+00
  1087.0           4.6294E+00              4.6294E+00
  1088.0           4.6299E+00              4.6299E+00
  1089.0           4.6305E+00              4.6305E+00
  1090.0           4.6311E+00              4.6311E+00
  1091.0           4.6317E+00              4.6317E+00
  1092.0           4.6323E+00              4.6323E+00
  1093.0           4.6329E+00              4.6329E+00
  1094.0           4.6335E+00              4.6335E+00
  1095.0           4.6341E+00              4.6341E+00
  1096.0           4.6346E+00              4.6346E+00
  1097.0           4.6352E+00              4.6352E+00
  1098.0           4.6358E+00              4.6358E+00
  1099.0           4.6364E+00              4.6364E+00
  1100.0           4.6370E+00              4.6370E+00
  1101.0           4.6376E+00              4.6376E+00
  1102.0           4.6382E+00              4.6382E+00
  1103.0           4.6387E+00              4.6387E+00
  1104.0           4.6393E+00              4.6393E+00
  1105.0           4.6399E+00              4.6399E+00
  1106.0           4.6405E+00              4.6405E+00
  1107.0           4.6411E+00              4.6411E+00
  1108.0           4.6417E+00              4.6417E+00
  1109.0           4.6422E+00              4.6422E+00
  1110.0           4.6428E+00              4.6428E+00
  1111.0           4.6434E+00              4.6434E+00
  1112.0           4.6440E+00              4.6440E+00
  1113.0           4.6446E+00              4.6446E+00
  1114.0           4.6452E+00              4.6452E+00
  1115.0           4.6458E+00              4.6458E+00
  1116.0           4.6463E+00              4.6463E+00
  1117.0           4.6469E+00              4.6469E+00
  1118.0           4.6475E+00              4.6475E+00
  1119.0           4.6481E+00              4.6481E+00
  1120.0           4.6487E+00              4.6487E+00
  1121.0           4.6492E+00              4.6492E+00
  1122.0           4.6498E+00              4.6498E+00
  1123.0           4.6504E+00              4.6504E+00
  1124.0           4.6510E+00              4.6510E+00
  1125.0           4.6516E+00              4.6516E+00
  1126.0           4.6521E+00              4.6521E+00
  1127.0           4.6527E+00              4.6527E+00
  1128.0           4.6533E+00              4.6533E+00
  1129.0           4.6539E+00              4.6539E+00
  1130.0           4.6545E+00              4.6545E+00
  1131.0           4.6551E+00              4.6551E+00
  1132.0           4.6556E+00              4.6556E+00
  1133.0           4.6562E+00              4.6562E+00
  1134.0           4.6568E+00              4.6568E+00
  1135.0           4.6574E+00              4.6574E+00
  1136.0           4.6579E+00              4.6579E+00
  1137.0           4.6585E+00              4.6585E+00
  1138.0           4.6591E+00              4.6591E+00
  1139.0           4.6597E+00              4.6597E+00
  1140.0           4.6603E+00              4.6603E+00
  1141.0           4.6608E+00              4.6608E+00
  1142.0           4.6614E+00              4.6614E+00
  1143.0           4.6620E+00              4.6620E+00
  1144.0           4.6626E+00              4.6626E+00
  1145.0           4.6631E+00              4.6631E+00
  1146.0           4.6637E+00              4.6637E+00
  1147.0           4.6643E+00              4.6643E+00
  1148.0           4.6649E+00              4.6649E+00
  1149.0           4.6655E+00              4.6655E+00
  1150.0           4.6660E+00              4.6660E+00
  1151.0           4.6666E+00              4.6666E+00
  1152.0           4.6672E+00              4.6672E+00
  1153.0           4.6678E+00              4.6678E+00
  1154.0           4.6683E+00              4.6683E+00
  1155.0           4.6689E+00              4.6689E+00
  1156.0           4.6695E+00              4.6695E+00
  1157.0           4.6701E+00              4.6701E+00
  1158.0           4.6706E+00              4.6706E+00
  1159.0           4.6712E+00              4.6712E+00
  1160.0           4.6718E+00              4.6718E+00
  1161.0           4.6724E+00              4.6724E+00
  1162.0           4.6729E+00              4.6729E+00
  1163.0           4.6735E+00              4.6735E+00
  1164.0           4.6741E+00              4.6741E+00
  1165.0           4.6747E+00              4.6747E+00
  1166.0           4.6752E+00              4.6752E+00
  1167.0           4.6758E+00              4.6758E+00
  1168.0           4.6764E+00              4.6764E+00
  1169.0           4.6770E+00              4.6770E+00
  1170.0           4.6775E+00              4.6775E+00
  1171.0           4.6781E+00              4.6781E+00
  1172.0           4.6787E+00              4.6787E+00
  1173.0           4.6793E+00              4.6793E+00
  1174.0           4.6798E+00              4.6798E+00
  1175.0           4.6804E+00              4.6804E+00
  1176.0           4.6810E+00              4.6810E+00
  1177.0           4.6815E+00              4.6815E+00
  1178.0           4.6821E+00              4.6821E+00
  1179.0           4.6827E+00              4.6827E+00
  1180.0           4.6833E+00              4.6833E+00
  1181.0           4.6838E+00              4.6838E+00
  1182.0           4.6844E+00              4.6844E+00
  1183.0           4.6850E+00              4.6850E+00
  1184.0           4.6855E+00              4.6855E+00
  1185.0           4.6861E+00              4.6861E+00
  1186.0           4.6867E+00              4.6867E+00
  1187.0           4.6872E+00              4.6872E+00
  1188.0           4.6878E+00              4.6878E+00
  1189.0           4.6884E+00              4.6884E+00
  1190.0           4.6890E+00              4.6890E+00
  1191.0           4.6895E+00              4.6895E+00
  1192.0           4.6901E+00              4.6901E+00
  1193.0           4.6907E+00              4.6907E+00
  1194.0           4.6912E+00              4.6912E+00
  1195.0           4.6918E+00              4.6918E+00
  1196.0           4.6924E+00              4.6924E+00
  1197.0           4.6930E+00              4.6930E+00
  1198.0           4.6935E+00              4.6935E+00
  1199.0           4.6941E+00              4.6941E+00
  1200.0           4.6947E+00              4.6947E+00
  1201.0           4.6952E+00              4.6952E+00
  1202.0           4.6958E+00              4.6958E+00
  1203.0           4.6964E+00              4.6964E+00
  1204.0           4.6969E+00              4.6969E+00
  1205.0           4.6975E+00              4.6975E+00
  1206.0           4.6981E+00              4.6981E+00
  1207.0           4.6986E+00              4.6986E+00
  1208.0           4.6992E+00              4.6992E+00
  1209.0           4.6998E+00              4.6998E+00
  1210.0           4.7003E+00              4.7003E+00
  1211.0           4.7009E+00              4.7009E+00
  1212.0           4.7015E+00              4.7015E+00
  1213.0           4.7020E+00              4.7020E+00
  1214.0           4.7026E+00              4.7026E+00
  1215.0           4.7032E+00              4.7032E+00
  1216.0           4.7037E+00              4.7037E+00
  1217.0           4.7043E+00              4.7043E+00
  1218.0           4.7049E+00              4.7049E+00
  1219.0           4.7054E+00              4.7054E+00
  1220.0           4.7060E+00              4.7060E+00
  1221.0           4.7066E+00              4.7066E+00
  1222.0           4.7071E+00              4.7071E+00
  1223.0           4.7077E+00              4.7077E+00
  1224.0           4.7083E+00              4.7083E+00
  1225.0           4.7088E+00              4.7088E+00
  1226.0           4.7094E+00              4.7094E+00
  1227.0           4.7099E+00              4.7099E+00
  1228.0           4.7105E+00              4.7105E+00
  1229.0           4.7111E+00              4.7111E+00
  1230.0           4.7116E+00              4.7116E+00
  1231.0           4.7122E+00              4.7122E+00
  1232.0           4.7128E+00              4.7128E+00
  1233.0           4.7133E+00              4.7133E+00
  1234.0           4.7139E+00              4.7139E+00
  1235.0           4.7145E+00              4.7145E+00
  1236.0           4.7150E+00              4.7150E+00
  1237.0           4.7156E+00              4.7156E+00
  1238.0           4.7161E+00              4.7161E+00
  1239.0           4.7167E+00              4.7167E+00
  1240.0           4.7173E+00              4.7173E+00
  1241.0           4.7178E+00              4.7178E+00
  1242.0           4.7184E+00              4.7184E+00
  1243.0           4.7190E+00              4.7190E+00
  1244.0           4.7195E+00              4.7195E+00
  1245.0           4.7201E+00              4.7201E+00
  1246.0           4.7206E+00              4.7206E+00
  1247.0           4.7212E+00              4.7212E+00
  1248.0           4.7218E+00              4.7218E+00
  1249.0           4.7223E+00              4.7223E+00
  1250.0           4.7229E+00              4.7229E+00
  1251.0           4.7235E+00              4.7235E+00
  1252.0           4.7240E+00              4.7240E+00
  1253.0           4.7246E+00              4.7246E+00
  1254.0           4.7251E+00              4.7251E+00
  1255.0           4.7257E+00              4.7257E+00
  1256.0           4.7263E+00              4.7263E+00
  1257.0           4.7268E+00              4.7268E+00
  1258.0           4.7274E+00              4.7274E+00
  1259.0           4.7279E+00              4.7279E+00
  1260.0           4.7285E+00              4.7285E+00
  1261.0           4.7291E+00              4.7291E+00
  1262.0           4.7296E+00              4.7296E+00
  1263.0           4.7302E+00              4.7302E+00
  1264.0           4.7307E+00              4.7307E+00
  1265.0           4.7313E+00              4.7313E+00
  1266.0           4.7318E+00              4.7318E+00
  1267.0           4.7324E+00              4.7324E+00
  1268.0           4.7330E+00              4.7330E+00
  1269.0           4.7335E+00              4.7335E+00
  1270.0           4.7341E+00              4.7341E+00
  1271.0           4.7347E+00              4.7347E+00
  1272.0           4.7352E+00              4.7352E+00
  1273.0           4.7358E+00              4.7358E+00
  1274.0           4.7363E+00              4.7363E+00
  1275.0           4.7369E+00              4.7369E+00
  1276.0           4.7374E+00              4.7374E+00
  1277.0           4.7380E+00              4.7380E+00
  1278.0           4.7386E+00              4.7386E+00
  1279.0           4.7391E+00              4.7391E+00
  1280.0           4.7397E+00              4.7397E+00
  1281.0           4.7402E+00              4.7402E+00
  1282.0           4.7408E+00              4.7408E+00
  1283.0           4.7413E+00              4.7413E+00
  1284.0           4.7419E+00              4.7419E+00
  1285.0           4.7425E+00              4.7425E+00
  1286.0           4.7430E+00              4.7430E+00
  1287.0           4.7436E+00              4.7436E+00
  1288.0           4.7441E+00              4.7441E+00
  1289.0           4.7447E+00              4.7447E+00
  1290.0           4.7452E+00              4.7452E+00
  1291.0           4.7458E+00              4.7458E+00
  1292.0           4.7464E+00              4.7464E+00
  1293.0           4.7469E+00              4.7469E+00
