#Nmax: 20
#n  Pws (vs)
0 3.464933E+01
1 2.698061E-04
2 1.555368E-04
3 5.536008E-05
4 6.578696E-05
5 8.200613E-05
6 2.791634E-05
7 1.967046E-05
8 1.080926E-05
9 1.289130E-05
10 4.449217E-06
11 5.274751E-06
12 5.149707E-06
13 5.597710E-06
14 3.046298E-06
15 2.206502E-06
16 1.848572E-06
17 1.572614E-06
18 9.642940E-07
19 4.789704E-07
20 2.496549E-07
